Date,Order ID,Item,Category,Quantity,Price,Amount,Cost
2026-05-27,ORD-45666,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-27,ORD-35929,Beef Burger,Burgers,1,14,14,6.0
2026-05-27,ORD-30188,French Fries,Sides,2,5,10,3.0
2026-05-27,ORD-46149,Coffee,Drinks,2,4,8,2.0
2026-05-27,ORD-70140,French Fries,Sides,1,5,5,1.5
2026-05-27,ORD-22207,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-27,ORD-42123,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-27,ORD-77253,Caesar Salad,Salads,2,12,24,8.0
2026-05-27,ORD-62284,Coffee,Drinks,1,4,4,1.0
2026-05-27,ORD-57498,Soda,Drinks,3,3,9,1.5
2026-05-27,ORD-87985,French Fries,Sides,2,5,10,3.0
2026-05-27,ORD-10043,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-27,ORD-43364,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-27,ORD-40762,Margherita Pizza,Pizza,2,15,30,10.0
2026-05-27,ORD-73184,Tiramisu,Desserts,1,8,8,3.0
2026-05-27,ORD-96735,Tiramisu,Desserts,1,8,8,3.0
2026-05-27,ORD-92546,French Fries,Sides,3,5,15,4.5
2026-05-27,ORD-54883,Margherita Pizza,Pizza,2,15,30,10.0
2026-05-27,ORD-70569,Tiramisu,Desserts,1,8,8,3.0
2026-05-27,ORD-54279,Tiramisu,Desserts,3,8,24,9.0
2026-05-28,ORD-51445,Soda,Drinks,2,3,6,1.0
2026-05-28,ORD-33637,Caesar Salad,Salads,3,12,36,12.0
2026-05-28,ORD-60356,French Fries,Sides,3,5,15,4.5
2026-05-28,ORD-28429,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-28,ORD-12593,French Fries,Sides,1,5,5,1.5
2026-05-28,ORD-13782,Soda,Drinks,1,3,3,0.5
2026-05-28,ORD-27368,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-28,ORD-78720,French Fries,Sides,1,5,5,1.5
2026-05-28,ORD-13607,French Fries,Sides,2,5,10,3.0
2026-05-28,ORD-92342,Beef Burger,Burgers,3,14,42,18.0
2026-05-28,ORD-48899,Beef Burger,Burgers,3,14,42,18.0
2026-05-28,ORD-90306,Coffee,Drinks,2,4,8,2.0
2026-05-28,ORD-18998,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-28,ORD-35462,Margherita Pizza,Pizza,2,15,30,10.0
2026-05-28,ORD-59035,Margherita Pizza,Pizza,3,15,45,15.0
2026-05-28,ORD-28549,French Fries,Sides,1,5,5,1.5
2026-05-28,ORD-93192,Caesar Salad,Salads,3,12,36,12.0
2026-05-28,ORD-82978,Soda,Drinks,3,3,9,1.5
2026-05-28,ORD-47643,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-28,ORD-51036,Coffee,Drinks,1,4,4,1.0
2026-05-28,ORD-35704,Tiramisu,Desserts,1,8,8,3.0
2026-05-28,ORD-74996,French Fries,Sides,3,5,15,4.5
2026-05-28,ORD-32681,Margherita Pizza,Pizza,5,15,75,25.0
2026-05-28,ORD-68896,Tiramisu,Desserts,3,8,24,9.0
2026-05-28,ORD-92428,French Fries,Sides,3,5,15,4.5
2026-05-28,ORD-10991,Beef Burger,Burgers,2,14,28,12.0
2026-05-28,ORD-87986,French Fries,Sides,1,5,5,1.5
2026-05-28,ORD-11542,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-28,ORD-51487,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-28,ORD-30300,Margherita Pizza,Pizza,5,15,75,25.0
2026-05-28,ORD-73636,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-28,ORD-21297,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-28,ORD-74772,Beef Burger,Burgers,2,14,28,12.0
2026-05-29,ORD-96376,Soda,Drinks,1,3,3,0.5
2026-05-29,ORD-17134,Soda,Drinks,1,3,3,0.5
2026-05-29,ORD-53507,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-29,ORD-38017,Coffee,Drinks,2,4,8,2.0
2026-05-29,ORD-60352,Caesar Salad,Salads,2,12,24,8.0
2026-05-29,ORD-95393,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-29,ORD-65101,French Fries,Sides,3,5,15,4.5
2026-05-29,ORD-48561,Soda,Drinks,1,3,3,0.5
2026-05-29,ORD-62925,Caesar Salad,Salads,1,12,12,4.0
2026-05-29,ORD-33722,Caesar Salad,Salads,2,12,24,8.0
2026-05-29,ORD-16788,Tiramisu,Desserts,3,8,24,9.0
2026-05-29,ORD-82841,Bruschetta,Appetizers,1,7,7,2.5
2026-05-29,ORD-81772,Soda,Drinks,1,3,3,0.5
2026-05-29,ORD-49707,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-29,ORD-11137,Tiramisu,Desserts,2,8,16,6.0
2026-05-29,ORD-19267,Soda,Drinks,2,3,6,1.0
2026-05-29,ORD-43111,Caesar Salad,Salads,2,12,24,8.0
2026-05-29,ORD-53333,Coffee,Drinks,2,4,8,2.0
2026-05-29,ORD-97522,Tiramisu,Desserts,3,8,24,9.0
2026-05-29,ORD-12015,French Fries,Sides,1,5,5,1.5
2026-05-29,ORD-85027,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-29,ORD-98995,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-29,ORD-84186,Margherita Pizza,Pizza,3,15,45,15.0
2026-05-29,ORD-53893,French Fries,Sides,1,5,5,1.5
2026-05-29,ORD-96308,Coffee,Drinks,3,4,12,3.0
2026-05-29,ORD-12456,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-29,ORD-61395,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-29,ORD-95103,Coffee,Drinks,1,4,4,1.0
2026-05-29,ORD-33038,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-29,ORD-52747,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-29,ORD-11534,Coffee,Drinks,3,4,12,3.0
2026-05-29,ORD-63444,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-29,ORD-26226,Margherita Pizza,Pizza,3,15,45,15.0
2026-05-29,ORD-80739,Tiramisu,Desserts,1,8,8,3.0
2026-05-29,ORD-18204,Soda,Drinks,3,3,9,1.5
2026-05-29,ORD-88381,Caesar Salad,Salads,2,12,24,8.0
2026-05-29,ORD-28245,Caesar Salad,Salads,2,12,24,8.0
2026-05-29,ORD-28327,Caesar Salad,Salads,2,12,24,8.0
2026-05-29,ORD-78472,Soda,Drinks,3,3,9,1.5
2026-05-29,ORD-85003,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-29,ORD-55636,Bruschetta,Appetizers,1,7,7,2.5
2026-05-29,ORD-15039,Soda,Drinks,2,3,6,1.0
2026-05-29,ORD-45741,Caesar Salad,Salads,3,12,36,12.0
2026-05-29,ORD-96587,Tiramisu,Desserts,1,8,8,3.0
2026-05-29,ORD-59818,Beef Burger,Burgers,2,14,28,12.0
2026-05-29,ORD-48880,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-29,ORD-84779,Margherita Pizza,Pizza,2,15,30,10.0
2026-05-29,ORD-42172,Bruschetta,Appetizers,1,7,7,2.5
2026-05-29,ORD-79141,Margherita Pizza,Pizza,3,15,45,15.0
2026-05-29,ORD-54379,Tiramisu,Desserts,1,8,8,3.0
2026-05-29,ORD-47667,Tiramisu,Desserts,1,8,8,3.0
2026-05-29,ORD-72146,Soda,Drinks,2,3,6,1.0
2026-05-29,ORD-41785,Soda,Drinks,3,3,9,1.5
2026-05-29,ORD-92177,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-29,ORD-71996,Coffee,Drinks,3,4,12,3.0
2026-05-29,ORD-25645,Coffee,Drinks,2,4,8,2.0
2026-05-29,ORD-76890,French Fries,Sides,1,5,5,1.5
2026-05-29,ORD-77683,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-29,ORD-29438,French Fries,Sides,2,5,10,3.0
2026-05-29,ORD-37766,Caesar Salad,Salads,3,12,36,12.0
2026-05-29,ORD-58611,Soda,Drinks,1,3,3,0.5
2026-05-29,ORD-47982,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-29,ORD-87669,Margherita Pizza,Pizza,5,15,75,25.0
2026-05-29,ORD-39018,Caesar Salad,Salads,3,12,36,12.0
2026-05-29,ORD-99355,Bruschetta,Appetizers,1,7,7,2.5
2026-05-29,ORD-39215,Coffee,Drinks,3,4,12,3.0
2026-05-29,ORD-52530,Beef Burger,Burgers,2,14,28,12.0
2026-05-29,ORD-29001,Coffee,Drinks,3,4,12,3.0
2026-05-29,ORD-33779,Bruschetta,Appetizers,1,7,7,2.5
2026-05-29,ORD-37661,Caesar Salad,Salads,1,12,12,4.0
2026-05-29,ORD-20814,Coffee,Drinks,2,4,8,2.0
2026-05-29,ORD-34380,Margherita Pizza,Pizza,5,15,75,25.0
2026-05-29,ORD-88432,Tiramisu,Desserts,2,8,16,6.0
2026-05-29,ORD-12985,French Fries,Sides,2,5,10,3.0
2026-05-29,ORD-35463,Soda,Drinks,2,3,6,1.0
2026-05-29,ORD-70486,Caesar Salad,Salads,1,12,12,4.0
2026-05-29,ORD-80157,Coffee,Drinks,3,4,12,3.0
2026-05-29,ORD-65888,Beef Burger,Burgers,3,14,42,18.0
2026-05-29,ORD-52518,Coffee,Drinks,2,4,8,2.0
2026-05-29,ORD-33515,Tiramisu,Desserts,2,8,16,6.0
2026-05-29,ORD-11256,French Fries,Sides,1,5,5,1.5
2026-05-29,ORD-84744,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-29,ORD-86308,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-29,ORD-88919,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-29,ORD-76003,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-29,ORD-13491,Coffee,Drinks,3,4,12,3.0
2026-05-30,ORD-43570,Tiramisu,Desserts,1,8,8,3.0
2026-05-30,ORD-33230,Soda,Drinks,3,3,9,1.5
2026-05-30,ORD-16662,Bruschetta,Appetizers,1,7,7,2.5
2026-05-30,ORD-63403,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-30,ORD-52172,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-30,ORD-14916,French Fries,Sides,1,5,5,1.5
2026-05-30,ORD-89818,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-30,ORD-80631,Bruschetta,Appetizers,1,7,7,2.5
2026-05-30,ORD-77693,Coffee,Drinks,1,4,4,1.0
2026-05-30,ORD-55081,Margherita Pizza,Pizza,3,15,45,15.0
2026-05-30,ORD-90523,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-30,ORD-26357,Soda,Drinks,1,3,3,0.5
2026-05-30,ORD-49482,Beef Burger,Burgers,1,14,14,6.0
2026-05-30,ORD-62099,Soda,Drinks,2,3,6,1.0
2026-05-30,ORD-62559,Tiramisu,Desserts,1,8,8,3.0
2026-05-30,ORD-87963,Coffee,Drinks,3,4,12,3.0
2026-05-30,ORD-77748,Tiramisu,Desserts,2,8,16,6.0
2026-05-30,ORD-61682,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-30,ORD-30813,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-30,ORD-68544,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-30,ORD-91846,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-30,ORD-17005,French Fries,Sides,2,5,10,3.0
2026-05-30,ORD-24000,Margherita Pizza,Pizza,5,15,75,25.0
2026-05-30,ORD-86326,French Fries,Sides,2,5,10,3.0
2026-05-30,ORD-25663,Soda,Drinks,2,3,6,1.0
2026-05-30,ORD-18944,Caesar Salad,Salads,3,12,36,12.0
2026-05-30,ORD-17640,Soda,Drinks,1,3,3,0.5
2026-05-30,ORD-16887,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-30,ORD-89017,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-30,ORD-24959,Coffee,Drinks,3,4,12,3.0
2026-05-30,ORD-84492,Beef Burger,Burgers,2,14,28,12.0
2026-05-30,ORD-20616,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-30,ORD-50813,Soda,Drinks,2,3,6,1.0
2026-05-30,ORD-32217,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-30,ORD-26335,Caesar Salad,Salads,2,12,24,8.0
2026-05-30,ORD-84647,Soda,Drinks,3,3,9,1.5
2026-05-30,ORD-84920,Caesar Salad,Salads,1,12,12,4.0
2026-05-30,ORD-64894,Beef Burger,Burgers,1,14,14,6.0
2026-05-30,ORD-95775,Tiramisu,Desserts,3,8,24,9.0
2026-05-30,ORD-12499,Caesar Salad,Salads,1,12,12,4.0
2026-05-30,ORD-82654,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-30,ORD-92032,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-30,ORD-23481,Caesar Salad,Salads,2,12,24,8.0
2026-05-30,ORD-58875,Beef Burger,Burgers,3,14,42,18.0
2026-05-30,ORD-97691,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-30,ORD-47927,French Fries,Sides,1,5,5,1.5
2026-05-30,ORD-67192,Coffee,Drinks,3,4,12,3.0
2026-05-30,ORD-71783,Margherita Pizza,Pizza,5,15,75,25.0
2026-05-30,ORD-25987,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-30,ORD-10021,Beef Burger,Burgers,3,14,42,18.0
2026-05-30,ORD-32208,Soda,Drinks,2,3,6,1.0
2026-05-30,ORD-82315,Tiramisu,Desserts,3,8,24,9.0
2026-05-30,ORD-72890,Caesar Salad,Salads,2,12,24,8.0
2026-05-30,ORD-16094,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-30,ORD-61323,Coffee,Drinks,2,4,8,2.0
2026-05-30,ORD-71863,Soda,Drinks,3,3,9,1.5
2026-05-30,ORD-82916,Caesar Salad,Salads,1,12,12,4.0
2026-05-30,ORD-51513,Caesar Salad,Salads,1,12,12,4.0
2026-05-30,ORD-62323,Margherita Pizza,Pizza,2,15,30,10.0
2026-05-30,ORD-48850,Coffee,Drinks,3,4,12,3.0
2026-05-30,ORD-38933,Tiramisu,Desserts,3,8,24,9.0
2026-05-30,ORD-12449,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-30,ORD-61507,Beef Burger,Burgers,1,14,14,6.0
2026-05-30,ORD-29580,Soda,Drinks,3,3,9,1.5
2026-05-30,ORD-13744,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-30,ORD-94004,French Fries,Sides,1,5,5,1.5
2026-05-30,ORD-33478,Bruschetta,Appetizers,1,7,7,2.5
2026-05-30,ORD-65552,Soda,Drinks,1,3,3,0.5
2026-05-30,ORD-90601,Coffee,Drinks,2,4,8,2.0
2026-05-30,ORD-29813,Margherita Pizza,Pizza,3,15,45,15.0
2026-05-30,ORD-77924,Tiramisu,Desserts,3,8,24,9.0
2026-05-30,ORD-37064,Soda,Drinks,3,3,9,1.5
2026-05-30,ORD-94917,Beef Burger,Burgers,1,14,14,6.0
2026-05-30,ORD-62332,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-30,ORD-51128,Margherita Pizza,Pizza,5,15,75,25.0
2026-05-30,ORD-97971,Soda,Drinks,1,3,3,0.5
2026-05-30,ORD-59588,Caesar Salad,Salads,1,12,12,4.0
2026-05-30,ORD-72882,Coffee,Drinks,3,4,12,3.0
2026-05-30,ORD-10246,Coffee,Drinks,3,4,12,3.0
2026-05-30,ORD-87404,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-30,ORD-61557,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-30,ORD-16820,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-30,ORD-74291,Beef Burger,Burgers,1,14,14,6.0
2026-05-30,ORD-11949,Soda,Drinks,2,3,6,1.0
2026-05-30,ORD-66549,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-30,ORD-40570,Caesar Salad,Salads,1,12,12,4.0
2026-05-30,ORD-87429,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-30,ORD-61856,Tiramisu,Desserts,3,8,24,9.0
2026-05-30,ORD-86339,Coffee,Drinks,2,4,8,2.0
2026-05-30,ORD-13521,Soda,Drinks,3,3,9,1.5
2026-05-30,ORD-80661,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-30,ORD-23941,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-30,ORD-68801,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-30,ORD-67683,French Fries,Sides,1,5,5,1.5
2026-05-30,ORD-50940,Soda,Drinks,2,3,6,1.0
2026-05-30,ORD-56305,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-30,ORD-12374,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-30,ORD-15179,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-30,ORD-38880,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-30,ORD-88059,Beef Burger,Burgers,3,14,42,18.0
2026-05-30,ORD-17402,Coffee,Drinks,3,4,12,3.0
2026-05-30,ORD-81764,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-30,ORD-67505,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-30,ORD-12398,Soda,Drinks,2,3,6,1.0
2026-05-30,ORD-41728,French Fries,Sides,1,5,5,1.5
2026-05-30,ORD-41220,French Fries,Sides,3,5,15,4.5
2026-05-30,ORD-55213,Beef Burger,Burgers,3,14,42,18.0
2026-05-30,ORD-14860,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-30,ORD-78600,Tiramisu,Desserts,3,8,24,9.0
2026-05-30,ORD-47746,Beef Burger,Burgers,2,14,28,12.0
2026-05-30,ORD-98823,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-30,ORD-30342,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-30,ORD-38662,Tiramisu,Desserts,3,8,24,9.0
2026-05-31,ORD-32912,French Fries,Sides,3,5,15,4.5
2026-05-31,ORD-62833,Soda,Drinks,1,3,3,0.5
2026-05-31,ORD-24592,Margherita Pizza,Pizza,5,15,75,25.0
2026-05-31,ORD-37426,Beef Burger,Burgers,2,14,28,12.0
2026-05-31,ORD-11601,Caesar Salad,Salads,2,12,24,8.0
2026-05-31,ORD-23032,Beef Burger,Burgers,3,14,42,18.0
2026-05-31,ORD-29860,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-31,ORD-77353,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-31,ORD-86033,Beef Burger,Burgers,1,14,14,6.0
2026-05-31,ORD-40706,Margherita Pizza,Pizza,5,15,75,25.0
2026-05-31,ORD-86953,Coffee,Drinks,3,4,12,3.0
2026-05-31,ORD-61881,Soda,Drinks,3,3,9,1.5
2026-05-31,ORD-32635,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-31,ORD-17411,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-31,ORD-80759,Margherita Pizza,Pizza,2,15,30,10.0
2026-05-31,ORD-99793,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-31,ORD-68786,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-31,ORD-86097,Coffee,Drinks,2,4,8,2.0
2026-05-31,ORD-42644,Tiramisu,Desserts,3,8,24,9.0
2026-05-31,ORD-57789,Coffee,Drinks,1,4,4,1.0
2026-05-31,ORD-39837,Caesar Salad,Salads,2,12,24,8.0
2026-05-31,ORD-68588,Tiramisu,Desserts,2,8,16,6.0
2026-05-31,ORD-12010,Caesar Salad,Salads,3,12,36,12.0
2026-05-31,ORD-77789,Beef Burger,Burgers,1,14,14,6.0
2026-05-31,ORD-40336,Caesar Salad,Salads,2,12,24,8.0
2026-05-31,ORD-17000,Tiramisu,Desserts,1,8,8,3.0
2026-05-31,ORD-77631,Caesar Salad,Salads,1,12,12,4.0
2026-05-31,ORD-19258,French Fries,Sides,3,5,15,4.5
2026-05-31,ORD-29957,Soda,Drinks,1,3,3,0.5
2026-05-31,ORD-54224,Beef Burger,Burgers,1,14,14,6.0
2026-05-31,ORD-39988,Bruschetta,Appetizers,1,7,7,2.5
2026-05-31,ORD-91073,Margherita Pizza,Pizza,2,15,30,10.0
2026-05-31,ORD-63957,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-31,ORD-38679,Tiramisu,Desserts,3,8,24,9.0
2026-05-31,ORD-88351,French Fries,Sides,2,5,10,3.0
2026-05-31,ORD-91609,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-31,ORD-55972,Caesar Salad,Salads,1,12,12,4.0
2026-05-31,ORD-30508,Tiramisu,Desserts,2,8,16,6.0
2026-05-31,ORD-65248,Caesar Salad,Salads,2,12,24,8.0
2026-05-31,ORD-70587,Coffee,Drinks,1,4,4,1.0
2026-05-31,ORD-85736,Caesar Salad,Salads,1,12,12,4.0
2026-05-31,ORD-44200,Coffee,Drinks,1,4,4,1.0
2026-05-31,ORD-24996,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-31,ORD-44934,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-31,ORD-64607,Caesar Salad,Salads,2,12,24,8.0
2026-05-31,ORD-36456,Caesar Salad,Salads,1,12,12,4.0
2026-05-31,ORD-55873,Soda,Drinks,3,3,9,1.5
2026-05-31,ORD-76601,Bruschetta,Appetizers,1,7,7,2.5
2026-05-31,ORD-71775,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-31,ORD-37376,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-31,ORD-17325,Margherita Pizza,Pizza,5,15,75,25.0
2026-05-31,ORD-59537,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-31,ORD-95613,Tiramisu,Desserts,2,8,16,6.0
2026-05-31,ORD-29713,Margherita Pizza,Pizza,2,15,30,10.0
2026-05-31,ORD-62146,Soda,Drinks,1,3,3,0.5
2026-05-31,ORD-74582,Soda,Drinks,1,3,3,0.5
2026-05-31,ORD-23929,Beef Burger,Burgers,2,14,28,12.0
2026-05-31,ORD-72582,Soda,Drinks,3,3,9,1.5
2026-05-31,ORD-75554,Coffee,Drinks,2,4,8,2.0
2026-05-31,ORD-28666,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-31,ORD-63123,Caesar Salad,Salads,3,12,36,12.0
2026-05-31,ORD-84534,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-31,ORD-66090,Margherita Pizza,Pizza,4,15,60,20.0
2026-05-31,ORD-13361,Caesar Salad,Salads,3,12,36,12.0
2026-05-31,ORD-70053,Beef Burger,Burgers,2,14,28,12.0
2026-05-31,ORD-65360,Bruschetta,Appetizers,1,7,7,2.5
2026-05-31,ORD-65175,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-31,ORD-46589,Soda,Drinks,1,3,3,0.5
2026-05-31,ORD-97088,Soda,Drinks,3,3,9,1.5
2026-05-31,ORD-19587,Beef Burger,Burgers,2,14,28,12.0
2026-05-31,ORD-41130,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-31,ORD-63164,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-31,ORD-41083,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-31,ORD-47071,Chicken Wings,Appetizers,2,10,20,8.0
2026-05-31,ORD-74031,Margherita Pizza,Pizza,2,15,30,10.0
2026-05-31,ORD-86082,Caesar Salad,Salads,1,12,12,4.0
2026-05-31,ORD-45005,Coffee,Drinks,2,4,8,2.0
2026-05-31,ORD-14406,Caesar Salad,Salads,2,12,24,8.0
2026-05-31,ORD-17956,French Fries,Sides,3,5,15,4.5
2026-05-31,ORD-30303,Caesar Salad,Salads,1,12,12,4.0
2026-05-31,ORD-34756,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-31,ORD-82039,Beef Burger,Burgers,1,14,14,6.0
2026-05-31,ORD-96204,Tiramisu,Desserts,2,8,16,6.0
2026-05-31,ORD-36391,Soda,Drinks,2,3,6,1.0
2026-05-31,ORD-98415,Caesar Salad,Salads,1,12,12,4.0
2026-05-31,ORD-24115,Beef Burger,Burgers,1,14,14,6.0
2026-05-31,ORD-91178,Tiramisu,Desserts,3,8,24,9.0
2026-05-31,ORD-64755,Soda,Drinks,2,3,6,1.0
2026-05-31,ORD-27878,Coffee,Drinks,1,4,4,1.0
2026-05-31,ORD-98458,Soda,Drinks,3,3,9,1.5
2026-05-31,ORD-87002,Tiramisu,Desserts,1,8,8,3.0
2026-05-31,ORD-97294,Tiramisu,Desserts,1,8,8,3.0
2026-05-31,ORD-89635,Chicken Wings,Appetizers,3,10,30,12.0
2026-05-31,ORD-75759,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-31,ORD-23975,Coffee,Drinks,1,4,4,1.0
2026-05-31,ORD-87086,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-05-31,ORD-23612,Tiramisu,Desserts,2,8,16,6.0
2026-05-31,ORD-85381,French Fries,Sides,2,5,10,3.0
2026-05-31,ORD-77813,Coffee,Drinks,1,4,4,1.0
2026-05-31,ORD-81170,Bruschetta,Appetizers,1,7,7,2.5
2026-05-31,ORD-23804,French Fries,Sides,1,5,5,1.5
2026-05-31,ORD-98037,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-31,ORD-60749,Caesar Salad,Salads,1,12,12,4.0
2026-05-31,ORD-67054,Soda,Drinks,2,3,6,1.0
2026-05-31,ORD-24062,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-05-31,ORD-37879,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-05-31,ORD-67928,Chicken Wings,Appetizers,1,10,10,4.0
2026-05-31,ORD-95838,French Fries,Sides,2,5,10,3.0
2026-05-31,ORD-38524,Margherita Pizza,Pizza,2,15,30,10.0
2026-05-31,ORD-13446,Caesar Salad,Salads,2,12,24,8.0
2026-05-31,ORD-75003,French Fries,Sides,2,5,10,3.0
2026-05-31,ORD-54949,Caesar Salad,Salads,1,12,12,4.0
2026-05-31,ORD-73300,Coffee,Drinks,3,4,12,3.0
2026-06-01,ORD-42293,Tiramisu,Desserts,1,8,8,3.0
2026-06-01,ORD-12595,Margherita Pizza,Pizza,4,15,60,20.0
2026-06-01,ORD-52300,Beef Burger,Burgers,1,14,14,6.0
2026-06-01,ORD-50184,Bruschetta,Appetizers,1,7,7,2.5
2026-06-01,ORD-61970,French Fries,Sides,3,5,15,4.5
2026-06-01,ORD-15131,Caesar Salad,Salads,2,12,24,8.0
2026-06-01,ORD-16842,Beef Burger,Burgers,3,14,42,18.0
2026-06-01,ORD-23073,Tiramisu,Desserts,2,8,16,6.0
2026-06-01,ORD-59680,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-06-01,ORD-36133,Coffee,Drinks,3,4,12,3.0
2026-06-01,ORD-18245,Beef Burger,Burgers,1,14,14,6.0
2026-06-01,ORD-76600,Beef Burger,Burgers,1,14,14,6.0
2026-06-01,ORD-59712,Chicken Wings,Appetizers,1,10,10,4.0
2026-06-01,ORD-55624,Beef Burger,Burgers,3,14,42,18.0
2026-06-01,ORD-92935,Chicken Wings,Appetizers,1,10,10,4.0
2026-06-01,ORD-82531,Tiramisu,Desserts,1,8,8,3.0
2026-06-01,ORD-37912,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-06-01,ORD-73986,Tiramisu,Desserts,2,8,16,6.0
2026-06-01,ORD-87390,Chicken Wings,Appetizers,1,10,10,4.0
2026-06-01,ORD-22985,Soda,Drinks,1,3,3,0.5
2026-06-01,ORD-63975,Bruschetta,Appetizers,1,7,7,2.5
2026-06-01,ORD-83672,Beef Burger,Burgers,1,14,14,6.0
