Date,Invoice #,Customer Name,Product,Qty,Unit Price,Amount,Cost
2026-05-28,INV-690941,Small Dealer 25,Gadget Lite,414,90,37260,22770
2026-05-28,INV-390091,MegaMart Corp,Gadget Lite,12,90,1080,660
2026-05-28,INV-428393,MegaMart Corp,Gadget Pro,425,250,106250,74375
2026-05-29,INV-659606,Small Dealer 14,Premium Widget,372,150,55800,44640
2026-05-29,INV-389322,BigBuy Distribution,Declining Product,206,100,20600,13390
2026-05-29,INV-491080,BigBuy Distribution,Standard Widget,250,80,20000,12500
2026-05-29,INV-590186,MegaMart Corp,Budget Widget,154,30,4620,2772
2026-05-29,INV-430176,Small Dealer 2,Gadget Pro,435,250,108750,76125
2026-05-29,INV-375570,Small Dealer 27,Standard Widget,39,80,3120,1950
2026-05-29,INV-124747,MegaMart Corp,Declining Product,305,100,30500,19825
2026-05-29,INV-905245,MegaMart Corp,Premium Widget,361,150,54150,43320
2026-05-29,INV-995753,BigBuy Distribution,Gadget Lite,35,90,3150,1925
2026-05-29,INV-443694,BigBuy Distribution,Low Stock Item,484,200,96800,62920
2026-05-29,INV-319939,Small Dealer 11,Budget Widget,256,30,7680,4608
2026-05-29,INV-668264,Small Dealer 17,Gadget Lite,10,90,900,550
2026-05-29,INV-501404,SuperStore Inc,Budget Widget,22,30,660,396
2026-05-29,INV-922143,MegaMart Corp,Low Stock Item,176,200,35200,22880
2026-05-29,INV-334561,MegaMart Corp,Budget Widget,171,30,5130,3078
2026-05-29,INV-662292,SuperStore Inc,Gadget Pro,81,250,20250,14175
2026-05-29,INV-158810,SuperStore Inc,Gadget Lite,199,90,17910,10945
2026-05-29,INV-590854,SuperStore Inc,Standard Widget,139,80,11120,6950
2026-05-29,INV-597007,SuperStore Inc,Low Stock Item,271,200,54200,35230
2026-05-29,INV-854506,Small Dealer 25,Budget Widget,16,30,480,288
2026-05-29,INV-882420,MegaMart Corp,Gadget Lite,328,90,29520,18040
2026-05-29,INV-380214,Small Dealer 29,Low Stock Item,335,200,67000,43550
2026-05-29,INV-197085,MegaMart Corp,Budget Widget,393,30,11790,7074
2026-05-29,INV-847828,Small Dealer 4,Standard Widget,21,80,1680,1050
2026-05-29,INV-171036,Small Dealer 9,Gadget Pro,201,250,50250,35175
2026-05-29,INV-978558,BigBuy Distribution,Low Stock Item,478,200,95600,62140
2026-05-29,INV-252462,MegaMart Corp,Declining Product,329,100,32900,21385
2026-05-29,INV-712279,Small Dealer 13,Low Stock Item,302,200,60400,39260
2026-05-29,INV-978040,MegaMart Corp,Low Stock Item,248,200,49600,32240
2026-05-29,INV-258181,MegaMart Corp,Low Stock Item,489,200,97800,63570
2026-05-29,INV-732008,Small Dealer 6,Gadget Lite,114,90,10260,6270
2026-05-29,INV-308346,MegaMart Corp,Budget Widget,221,30,6630,3978
2026-05-29,INV-315150,MegaMart Corp,Standard Widget,254,80,20320,12700
2026-05-30,INV-776520,Small Dealer 20,Premium Widget,80,150,12000,9600
2026-05-30,INV-551153,MegaMart Corp,Low Stock Item,123,200,24600,15990
2026-05-30,INV-551599,SuperStore Inc,Gadget Lite,107,90,9630,5885
2026-05-30,INV-827021,SuperStore Inc,Budget Widget,357,30,10710,6426
2026-05-30,INV-875146,BigBuy Distribution,Budget Widget,471,30,14130,8478
2026-05-30,INV-393547,Small Dealer 23,Low Stock Item,415,200,83000,53950
2026-05-30,INV-223040,SuperStore Inc,Low Stock Item,399,200,79800,51870
2026-05-30,INV-214151,BigBuy Distribution,Low Stock Item,173,200,34600,22490
2026-05-30,INV-928137,Small Dealer 13,Gadget Pro,129,250,32250,22575
2026-05-30,INV-747358,Small Dealer 4,Low Stock Item,239,200,47800,31070
2026-05-30,INV-806518,SuperStore Inc,Declining Product,132,100,13200,8580
2026-05-30,INV-394850,Small Dealer 5,Standard Widget,14,80,1120,700
2026-05-30,INV-332803,MegaMart Corp,Standard Widget,426,80,34080,21300
2026-05-30,INV-350941,Small Dealer 17,Gadget Pro,398,250,99500,69650
2026-05-30,INV-848376,MegaMart Corp,Low Stock Item,381,200,76200,49530
2026-05-30,INV-106047,Small Dealer 16,Premium Widget,142,150,21300,17040
2026-05-30,INV-975604,SuperStore Inc,Standard Widget,406,80,32480,20300
2026-05-30,INV-590001,SuperStore Inc,Declining Product,165,100,16500,10725
2026-05-30,INV-507579,SuperStore Inc,Gadget Pro,88,250,22000,15400
2026-05-30,INV-630830,MegaMart Corp,Declining Product,385,100,38500,25025
2026-05-30,INV-627921,SuperStore Inc,Standard Widget,221,80,17680,11050
2026-05-30,INV-254385,BigBuy Distribution,Gadget Lite,279,90,25110,15345
2026-05-30,INV-130977,MegaMart Corp,Low Stock Item,245,200,49000,31850
2026-05-30,INV-408915,BigBuy Distribution,Low Stock Item,96,200,19200,12480
2026-05-30,INV-589383,MegaMart Corp,Gadget Pro,361,250,90250,63175
2026-05-30,INV-515418,BigBuy Distribution,Gadget Pro,482,250,120500,84350
2026-05-30,INV-792299,MegaMart Corp,Low Stock Item,269,200,53800,34970
2026-05-31,INV-534140,Small Dealer 21,Gadget Lite,471,90,42390,25905
2026-05-31,INV-282312,Small Dealer 13,Declining Product,361,100,36100,23465
2026-05-31,INV-544195,BigBuy Distribution,Premium Widget,460,150,69000,55200
2026-05-31,INV-628690,SuperStore Inc,Gadget Lite,415,90,37350,22825
2026-05-31,INV-267383,Small Dealer 17,Premium Widget,458,150,68700,54960
2026-05-31,INV-271369,MegaMart Corp,Budget Widget,382,30,11460,6876
2026-05-31,INV-495766,BigBuy Distribution,Gadget Pro,146,250,36500,25550
2026-05-31,INV-810531,MegaMart Corp,Declining Product,48,100,4800,3120
2026-05-31,INV-399352,MegaMart Corp,Standard Widget,333,80,26640,16650
2026-05-31,INV-578507,BigBuy Distribution,Low Stock Item,412,200,82400,53560
2026-05-31,INV-229301,Small Dealer 15,Premium Widget,121,150,18150,14520
2026-05-31,INV-377247,MegaMart Corp,Low Stock Item,118,200,23600,15340
2026-05-31,INV-991525,MegaMart Corp,Low Stock Item,289,200,57800,37570
2026-05-31,INV-656487,BigBuy Distribution,Budget Widget,141,30,4230,2538
2026-05-31,INV-959754,Small Dealer 18,Low Stock Item,32,200,6400,4160
2026-05-31,INV-301743,Small Dealer 9,Low Stock Item,136,200,27200,17680
2026-05-31,INV-825667,SuperStore Inc,Low Stock Item,203,200,40600,26390
2026-05-31,INV-505683,BigBuy Distribution,Gadget Pro,79,250,19750,13825
2026-05-31,INV-802510,MegaMart Corp,Standard Widget,45,80,3600,2250
2026-05-31,INV-837392,Small Dealer 23,Premium Widget,226,150,33900,27120
2026-05-31,INV-706036,BigBuy Distribution,Low Stock Item,462,200,92400,60060
2026-05-31,INV-771450,BigBuy Distribution,Budget Widget,123,30,3690,2214
2026-05-31,INV-109032,SuperStore Inc,Gadget Pro,294,250,73500,51450
2026-05-31,INV-773621,Small Dealer 7,Declining Product,482,100,48200,31330
2026-05-31,INV-560131,Small Dealer 23,Gadget Lite,133,90,11970,7315
2026-05-31,INV-651429,SuperStore Inc,Gadget Pro,458,250,114500,80150
2026-05-31,INV-184196,MegaMart Corp,Budget Widget,468,30,14040,8424
2026-05-31,INV-203212,SuperStore Inc,Declining Product,335,100,33500,21775
2026-06-01,INV-181607,SuperStore Inc,Standard Widget,375,80,30000,18750
2026-06-01,INV-601240,MegaMart Corp,Premium Widget,440,150,66000,52800
2026-06-01,INV-603813,Small Dealer 13,Standard Widget,148,80,11840,7400
2026-06-01,INV-358213,SuperStore Inc,Gadget Pro,139,250,34750,24325
2026-06-01,INV-571421,MegaMart Corp,Declining Product,91,100,9100,5915
2026-06-01,INV-746615,MegaMart Corp,Budget Widget,342,30,10260,6156
2026-06-01,INV-653519,SuperStore Inc,Standard Widget,26,80,2080,1300
2026-06-01,INV-520451,MegaMart Corp,Declining Product,376,100,37600,24440
2026-06-01,INV-448182,MegaMart Corp,Gadget Lite,68,90,6120,3740
2026-06-01,INV-222520,SuperStore Inc,Declining Product,81,100,8100,5265
2026-06-01,INV-983424,BigBuy Distribution,Declining Product,172,100,17200,11180
2026-06-01,INV-460293,BigBuy Distribution,Standard Widget,171,80,13680,8550
2026-06-01,INV-450329,Small Dealer 10,Standard Widget,144,80,11520,7200
2026-06-01,INV-287333,SuperStore Inc,Declining Product,322,100,32200,20930
2026-06-01,INV-554510,Small Dealer 14,Declining Product,32,100,3200,2080
2026-06-01,INV-372403,Small Dealer 4,Budget Widget,406,30,12180,7308
2026-06-02,INV-344720,MegaMart Corp,Declining Product,485,100,48500,31525
2026-06-02,INV-329251,BigBuy Distribution,Low Stock Item,279,200,55800,36270
2026-06-02,INV-312744,Small Dealer 20,Standard Widget,421,80,33680,21050
2026-06-02,INV-650226,Small Dealer 22,Gadget Lite,320,90,28800,17600
2026-06-02,INV-365168,MegaMart Corp,Budget Widget,341,30,10230,6138
2026-06-02,INV-295785,BigBuy Distribution,Gadget Pro,225,250,56250,39375
2026-06-02,INV-337665,SuperStore Inc,Premium Widget,40,150,6000,4800
2026-06-02,INV-614444,BigBuy Distribution,Budget Widget,112,30,3360,2016
2026-06-02,INV-972869,Small Dealer 3,Gadget Pro,166,250,41500,29050
2026-06-02,INV-518160,SuperStore Inc,Premium Widget,341,150,51150,40920
2026-06-02,INV-961848,BigBuy Distribution,Premium Widget,86,150,12900,10320
2026-06-03,INV-767625,SuperStore Inc,Gadget Lite,209,90,18810,11495
2026-06-03,INV-179135,Small Dealer 19,Gadget Lite,232,90,20880,12760
2026-06-03,INV-998782,MegaMart Corp,Low Stock Item,474,200,94800,61620
2026-06-03,INV-550562,MegaMart Corp,Low Stock Item,64,200,12800,8320
2026-06-03,INV-438768,BigBuy Distribution,Low Stock Item,456,200,91200,59280
2026-06-03,INV-140625,SuperStore Inc,Gadget Pro,137,250,34250,23975
2026-06-03,INV-381821,SuperStore Inc,Low Stock Item,455,200,91000,59150
2026-06-03,INV-614761,Small Dealer 5,Gadget Pro,386,250,96500,67550
2026-06-03,INV-824441,Small Dealer 28,Gadget Lite,343,90,30870,18865
2026-06-03,INV-289685,MegaMart Corp,Gadget Pro,171,250,42750,29925
2026-06-03,INV-807560,Small Dealer 5,Budget Widget,350,30,10500,6300
2026-06-03,INV-307099,BigBuy Distribution,Declining Product,432,100,43200,28080
2026-06-03,INV-531663,MegaMart Corp,Standard Widget,65,80,5200,3250
2026-06-03,INV-519287,Small Dealer 12,Gadget Lite,406,90,36540,22330
2026-06-03,INV-569169,MegaMart Corp,Premium Widget,393,150,58950,47160
2026-06-03,INV-523641,BigBuy Distribution,Gadget Pro,351,250,87750,61425
2026-06-03,INV-953293,Small Dealer 3,Gadget Lite,70,90,6300,3850
2026-06-03,INV-365108,MegaMart Corp,Gadget Pro,477,250,119250,83475
2026-06-03,INV-123537,MegaMart Corp,Budget Widget,27,30,810,486
2026-06-03,INV-540954,MegaMart Corp,Standard Widget,244,80,19520,12200
2026-06-03,INV-972466,Small Dealer 9,Standard Widget,168,80,13440,8400
2026-06-03,INV-534002,SuperStore Inc,Gadget Lite,353,90,31770,19415
2026-06-03,INV-473431,SuperStore Inc,Gadget Pro,361,250,90250,63175
2026-06-04,INV-614163,Small Dealer 7,Budget Widget,265,30,7950,4770
2026-06-04,INV-531226,Small Dealer 9,Premium Widget,51,150,7650,6120
2026-06-04,INV-700848,BigBuy Distribution,Budget Widget,368,30,11040,6624
2026-06-04,INV-676123,Small Dealer 7,Gadget Pro,439,250,109750,76825
2026-06-04,INV-728627,SuperStore Inc,Budget Widget,193,30,5790,3474
2026-06-04,INV-874662,BigBuy Distribution,Declining Product,298,100,29800,19370
2026-06-04,INV-805802,SuperStore Inc,Gadget Pro,45,250,11250,7875
2026-06-04,INV-655134,SuperStore Inc,Standard Widget,414,80,33120,20700
2026-06-04,INV-339509,Small Dealer 27,Standard Widget,400,80,32000,20000
2026-06-04,INV-863923,MegaMart Corp,Declining Product,150,100,15000,9750
2026-06-04,INV-240403,BigBuy Distribution,Standard Widget,331,80,26480,16550
2026-06-05,INV-409237,Small Dealer 15,Gadget Pro,152,250,38000,26600
2026-06-05,INV-913386,SuperStore Inc,Standard Widget,126,80,10080,6300
2026-06-05,INV-424096,Small Dealer 5,Low Stock Item,369,200,73800,47970
2026-06-05,INV-623120,SuperStore Inc,Low Stock Item,229,200,45800,29770
2026-06-05,INV-841729,Small Dealer 24,Budget Widget,459,30,13770,8262
2026-06-05,INV-750490,SuperStore Inc,Gadget Pro,150,250,37500,26250
2026-06-05,INV-321343,BigBuy Distribution,Gadget Lite,271,90,24390,14905
2026-06-05,INV-933709,Small Dealer 10,Premium Widget,298,150,44700,35760
2026-06-05,INV-930721,SuperStore Inc,Gadget Pro,469,250,117250,82075
2026-06-05,INV-725409,Small Dealer 3,Premium Widget,26,150,3900,3120
2026-06-05,INV-282181,BigBuy Distribution,Budget Widget,159,30,4770,2862
2026-06-05,INV-359659,MegaMart Corp,Low Stock Item,301,200,60200,39130
2026-06-05,INV-226984,BigBuy Distribution,Budget Widget,77,30,2310,1386
2026-06-05,INV-733805,MegaMart Corp,Declining Product,188,100,18800,12220
2026-06-05,INV-288674,MegaMart Corp,Gadget Lite,402,90,36180,22110
2026-06-05,INV-459019,BigBuy Distribution,Premium Widget,10,150,1500,1200
2026-06-05,INV-695461,SuperStore Inc,Low Stock Item,303,200,60600,39390
2026-06-05,INV-339698,BigBuy Distribution,Gadget Pro,143,250,35750,25025
2026-06-05,INV-782262,SuperStore Inc,Declining Product,69,100,6900,4485
2026-06-05,INV-378122,MegaMart Corp,Budget Widget,114,30,3420,2052
2026-06-05,INV-825380,BigBuy Distribution,Gadget Lite,249,90,22410,13695
2026-06-05,INV-174570,MegaMart Corp,Declining Product,120,100,12000,7800
2026-06-05,INV-739999,Small Dealer 8,Low Stock Item,178,200,35600,23140
2026-06-05,INV-571649,MegaMart Corp,Budget Widget,487,30,14610,8766
2026-06-05,INV-441989,BigBuy Distribution,Budget Widget,448,30,13440,8064
2026-06-05,INV-648454,Small Dealer 27,Premium Widget,89,150,13350,10680
2026-06-05,INV-174838,BigBuy Distribution,Premium Widget,416,150,62400,49920
2026-06-06,INV-792067,BigBuy Distribution,Standard Widget,58,80,4640,2900
2026-06-06,INV-905481,SuperStore Inc,Budget Widget,144,30,4320,2592
2026-06-06,INV-327970,BigBuy Distribution,Low Stock Item,308,200,61600,40040
2026-06-06,INV-769474,BigBuy Distribution,Gadget Pro,20,250,5000,3500
2026-06-06,INV-565342,MegaMart Corp,Declining Product,104,100,10400,6760
2026-06-06,INV-900046,SuperStore Inc,Gadget Pro,346,250,86500,60550
2026-06-06,INV-450969,Small Dealer 7,Standard Widget,228,80,18240,11400
2026-06-06,INV-735823,MegaMart Corp,Gadget Lite,263,90,23670,14465
2026-06-06,INV-142040,SuperStore Inc,Gadget Pro,261,250,65250,45675
2026-06-06,INV-988891,BigBuy Distribution,Gadget Lite,390,90,35100,21450
2026-06-06,INV-642232,SuperStore Inc,Low Stock Item,483,200,96600,62790
2026-06-06,INV-834389,BigBuy Distribution,Budget Widget,93,30,2790,1674
2026-06-06,INV-751915,Small Dealer 7,Low Stock Item,311,200,62200,40430
2026-06-07,INV-950144,Small Dealer 7,Declining Product,65,100,6500,4225
2026-06-07,INV-212857,SuperStore Inc,Budget Widget,147,30,4410,2646
2026-06-07,INV-806350,Small Dealer 26,Low Stock Item,289,200,57800,37570
2026-06-07,INV-853103,BigBuy Distribution,Budget Widget,241,30,7230,4338
2026-06-07,INV-519189,Small Dealer 5,Low Stock Item,94,200,18800,12220
2026-06-07,INV-205495,Small Dealer 24,Low Stock Item,19,200,3800,2470
2026-06-07,INV-732582,SuperStore Inc,Premium Widget,171,150,25650,20520
2026-06-07,INV-397858,Small Dealer 11,Standard Widget,256,80,20480,12800
2026-06-07,INV-618133,BigBuy Distribution,Gadget Lite,389,90,35010,21395
2026-06-07,INV-870257,Small Dealer 12,Gadget Pro,179,250,44750,31325
2026-06-07,INV-567634,MegaMart Corp,Premium Widget,341,150,51150,40920
2026-06-07,INV-797452,MegaMart Corp,Premium Widget,416,150,62400,49920
2026-06-07,INV-445472,SuperStore Inc,Gadget Lite,263,90,23670,14465
2026-06-07,INV-972253,Small Dealer 29,Premium Widget,325,150,48750,39000
2026-06-07,INV-497892,MegaMart Corp,Gadget Lite,247,90,22230,13585
2026-06-07,INV-941616,MegaMart Corp,Standard Widget,67,80,5360,3350
2026-06-07,INV-279862,MegaMart Corp,Gadget Lite,32,90,2880,1760
2026-06-07,INV-740476,SuperStore Inc,Budget Widget,349,30,10470,6282
2026-06-07,INV-647151,Small Dealer 12,Gadget Lite,430,90,38700,23650
2026-06-07,INV-586607,Small Dealer 25,Gadget Lite,459,90,41310,25245
2026-06-07,INV-767418,MegaMart Corp,Budget Widget,71,30,2130,1278
2026-06-07,INV-783510,SuperStore Inc,Standard Widget,272,80,21760,13600
2026-06-07,INV-302669,BigBuy Distribution,Gadget Lite,225,90,20250,12375
2026-06-08,INV-326246,MegaMart Corp,Budget Widget,470,30,14100,8460
2026-06-08,INV-278891,Small Dealer 27,Declining Product,116,100,11600,7540
2026-06-08,INV-968276,Small Dealer 15,Gadget Pro,304,250,76000,53200
2026-06-08,INV-622127,Small Dealer 23,Gadget Lite,483,90,43470,26565
2026-06-08,INV-287680,SuperStore Inc,Gadget Lite,105,90,9450,5775
2026-06-08,INV-598838,BigBuy Distribution,Gadget Pro,322,250,80500,56350
2026-06-08,INV-464813,MegaMart Corp,Premium Widget,392,150,58800,47040
2026-06-08,INV-316432,SuperStore Inc,Gadget Lite,416,90,37440,22880
2026-06-08,INV-127564,MegaMart Corp,Gadget Lite,346,90,31140,19030
2026-06-08,INV-868504,SuperStore Inc,Low Stock Item,108,200,21600,14040
2026-06-08,INV-785914,BigBuy Distribution,Budget Widget,138,30,4140,2484
2026-06-08,INV-691905,MegaMart Corp,Low Stock Item,371,200,74200,48230
2026-06-08,INV-702605,SuperStore Inc,Budget Widget,357,30,10710,6426
2026-06-09,INV-375461,Small Dealer 13,Standard Widget,334,80,26720,16700
2026-06-09,INV-702615,Small Dealer 18,Budget Widget,13,30,390,234
2026-06-09,INV-904169,Small Dealer 23,Gadget Lite,82,90,7380,4510
2026-06-09,INV-471979,BigBuy Distribution,Premium Widget,442,150,66300,53040
2026-06-09,INV-534140,MegaMart Corp,Gadget Pro,335,250,83750,58625
2026-06-09,INV-161647,MegaMart Corp,Gadget Pro,237,250,59250,41475
2026-06-09,INV-466555,MegaMart Corp,Low Stock Item,89,200,17800,11570
2026-06-09,INV-300793,MegaMart Corp,Gadget Lite,25,90,2250,1375
2026-06-09,INV-600026,BigBuy Distribution,Declining Product,19,100,1900,1235
2026-06-09,INV-968925,MegaMart Corp,Budget Widget,152,30,4560,2736
2026-06-09,INV-749320,Small Dealer 14,Declining Product,49,100,4900,3185
2026-06-09,INV-819634,SuperStore Inc,Gadget Pro,245,250,61250,42875
2026-06-09,INV-449064,MegaMart Corp,Premium Widget,378,150,56700,45360
2026-06-09,INV-101541,SuperStore Inc,Standard Widget,149,80,11920,7450
2026-06-09,INV-785817,Small Dealer 1,Standard Widget,210,80,16800,10500
2026-06-09,INV-488122,SuperStore Inc,Declining Product,246,100,24600,15990
2026-06-09,INV-978336,BigBuy Distribution,Gadget Lite,404,90,36360,22220
2026-06-09,INV-301935,Small Dealer 12,Gadget Pro,244,250,61000,42700
2026-06-09,INV-602995,Small Dealer 19,Gadget Pro,254,250,63500,44450
2026-06-09,INV-453959,Small Dealer 3,Gadget Lite,40,90,3600,2200
2026-06-09,INV-122032,BigBuy Distribution,Budget Widget,324,30,9720,5832
2026-06-09,INV-353024,Small Dealer 26,Gadget Pro,87,250,21750,15225
2026-06-09,INV-546929,BigBuy Distribution,Gadget Lite,162,90,14580,8910
2026-06-09,INV-837121,Small Dealer 6,Premium Widget,169,150,25350,20280
2026-06-09,INV-978556,MegaMart Corp,Gadget Lite,224,90,20160,12320
2026-06-09,INV-331002,SuperStore Inc,Gadget Lite,181,90,16290,9955
2026-06-09,INV-913725,Small Dealer 1,Budget Widget,114,30,3420,2052
2026-06-09,INV-725382,Small Dealer 10,Standard Widget,288,80,23040,14400
2026-06-09,INV-173716,SuperStore Inc,Gadget Pro,280,250,70000,49000
2026-06-09,INV-312224,SuperStore Inc,Standard Widget,306,80,24480,15300
2026-06-09,INV-496185,BigBuy Distribution,Gadget Lite,342,90,30780,18810
2026-06-10,INV-581967,SuperStore Inc,Gadget Lite,455,90,40950,25025
2026-06-10,INV-224165,BigBuy Distribution,Premium Widget,147,150,22050,17640
2026-06-10,INV-770863,BigBuy Distribution,Gadget Lite,303,90,27270,16665
2026-06-10,INV-312579,Small Dealer 16,Declining Product,355,100,35500,23075
2026-06-10,INV-564691,BigBuy Distribution,Budget Widget,221,30,6630,3978
2026-06-10,INV-583588,BigBuy Distribution,Declining Product,291,100,29100,18915
2026-06-10,INV-255943,SuperStore Inc,Gadget Lite,45,90,4050,2475
2026-06-10,INV-638040,BigBuy Distribution,Standard Widget,19,80,1520,950
2026-06-10,INV-426076,Small Dealer 16,Low Stock Item,274,200,54800,35620
2026-06-10,INV-665348,Small Dealer 15,Gadget Lite,298,90,26820,16390
2026-06-10,INV-915460,BigBuy Distribution,Standard Widget,141,80,11280,7050
2026-06-10,INV-656824,SuperStore Inc,Low Stock Item,216,200,43200,28080
2026-06-10,INV-285563,Small Dealer 18,Gadget Pro,230,250,57500,40250
2026-06-10,INV-829834,SuperStore Inc,Low Stock Item,105,200,21000,13650
2026-06-10,INV-561661,MegaMart Corp,Low Stock Item,375,200,75000,48750
2026-06-10,INV-953932,SuperStore Inc,Budget Widget,259,30,7770,4662
2026-06-10,INV-951876,SuperStore Inc,Premium Widget,69,150,10350,8280
2026-06-10,INV-326577,Small Dealer 28,Gadget Lite,420,90,37800,23100
2026-06-10,INV-192116,MegaMart Corp,Gadget Pro,346,250,86500,60550
2026-06-10,INV-647233,SuperStore Inc,Declining Product,384,100,38400,24960
2026-06-10,INV-267122,Small Dealer 9,Premium Widget,284,150,42600,34080
2026-06-10,INV-972692,Small Dealer 6,Budget Widget,395,30,11850,7110
2026-06-10,INV-972961,BigBuy Distribution,Gadget Pro,434,250,108500,75950
2026-06-10,INV-351632,Small Dealer 27,Premium Widget,338,150,50700,40560
2026-06-10,INV-158653,SuperStore Inc,Gadget Lite,176,90,15840,9680
2026-06-10,INV-796160,BigBuy Distribution,Gadget Pro,95,250,23750,16625
2026-06-10,INV-491853,Small Dealer 7,Gadget Pro,64,250,16000,11200
2026-06-10,INV-591974,Small Dealer 14,Gadget Pro,130,250,32500,22750
2026-06-10,INV-223901,Small Dealer 3,Gadget Lite,124,90,11160,6820
2026-06-11,INV-211367,Small Dealer 20,Premium Widget,196,150,29400,23520
2026-06-11,INV-499724,MegaMart Corp,Gadget Pro,133,250,33250,23275
2026-06-11,INV-389163,Small Dealer 26,Premium Widget,23,150,3450,2760
2026-06-11,INV-553203,Small Dealer 20,Premium Widget,165,150,24750,19800
2026-06-11,INV-162896,Small Dealer 10,Low Stock Item,144,200,28800,18720
2026-06-11,INV-168063,Small Dealer 22,Gadget Lite,289,90,26010,15895
2026-06-11,INV-746161,BigBuy Distribution,Gadget Lite,124,90,11160,6820
2026-06-11,INV-197646,MegaMart Corp,Declining Product,463,100,46300,30095
2026-06-11,INV-752476,Small Dealer 23,Gadget Pro,47,250,11750,8225
2026-06-11,INV-725502,Small Dealer 6,Declining Product,283,100,28300,18395
2026-06-11,INV-546643,BigBuy Distribution,Low Stock Item,442,200,88400,57460
2026-06-11,INV-967030,Small Dealer 2,Gadget Pro,226,250,56500,39550
2026-06-11,INV-423276,Small Dealer 3,Gadget Lite,159,90,14310,8745
2026-06-11,INV-857611,Small Dealer 14,Gadget Pro,228,250,57000,39900
2026-06-11,INV-259501,MegaMart Corp,Declining Product,360,100,36000,23400
2026-06-11,INV-529106,Small Dealer 9,Standard Widget,11,80,880,550
2026-06-11,INV-131246,Small Dealer 16,Premium Widget,295,150,44250,35400
2026-06-11,INV-681300,BigBuy Distribution,Gadget Pro,186,250,46500,32550
2026-06-11,INV-753342,BigBuy Distribution,Premium Widget,140,150,21000,16800
2026-06-11,INV-718039,SuperStore Inc,Gadget Pro,360,250,90000,63000
2026-06-11,INV-285219,Small Dealer 11,Gadget Pro,257,250,64250,44975
2026-06-11,INV-161572,MegaMart Corp,Premium Widget,128,150,19200,15360
2026-06-11,INV-924575,SuperStore Inc,Premium Widget,392,150,58800,47040
2026-06-11,INV-464431,SuperStore Inc,Premium Widget,239,150,35850,28680
2026-06-11,INV-764448,SuperStore Inc,Low Stock Item,165,200,33000,21450
2026-06-11,INV-205424,Small Dealer 14,Budget Widget,340,30,10200,6120
2026-06-11,INV-630637,BigBuy Distribution,Gadget Lite,187,90,16830,10285
2026-06-11,INV-728184,Small Dealer 6,Budget Widget,48,30,1440,864
2026-06-11,INV-949146,MegaMart Corp,Premium Widget,79,150,11850,9480
2026-06-11,INV-753014,MegaMart Corp,Budget Widget,487,30,14610,8766
2026-06-11,INV-831233,Small Dealer 5,Declining Product,258,100,25800,16770
2026-06-11,INV-705295,Small Dealer 2,Low Stock Item,177,200,35400,23010
2026-06-11,INV-630741,BigBuy Distribution,Standard Widget,226,80,18080,11300
2026-06-11,INV-477917,BigBuy Distribution,Gadget Pro,390,250,97500,68250
2026-06-11,INV-391774,Small Dealer 9,Standard Widget,365,80,29200,18250
2026-06-11,INV-647972,MegaMart Corp,Premium Widget,133,150,19950,15960
2026-06-11,INV-779428,MegaMart Corp,Premium Widget,170,150,25500,20400
2026-06-12,INV-916501,SuperStore Inc,Low Stock Item,151,200,30200,19630
2026-06-12,INV-320957,SuperStore Inc,Gadget Lite,62,90,5580,3410
2026-06-12,INV-360485,SuperStore Inc,Budget Widget,422,30,12660,7596
2026-06-12,INV-894919,MegaMart Corp,Declining Product,268,100,26800,17420
2026-06-12,INV-585328,SuperStore Inc,Standard Widget,70,80,5600,3500
2026-06-12,INV-256923,MegaMart Corp,Gadget Lite,173,90,15570,9515
2026-06-12,INV-392301,Small Dealer 23,Standard Widget,85,80,6800,4250
2026-06-12,INV-874648,BigBuy Distribution,Standard Widget,59,80,4720,2950
2026-06-12,INV-605993,SuperStore Inc,Gadget Lite,389,90,35010,21395
2026-06-12,INV-273833,Small Dealer 29,Declining Product,233,100,23300,15145
2026-06-12,INV-333508,SuperStore Inc,Standard Widget,463,80,37040,23150
2026-06-12,INV-824339,MegaMart Corp,Declining Product,448,100,44800,29120
2026-06-12,INV-146450,SuperStore Inc,Gadget Pro,277,250,69250,48475
2026-06-12,INV-278982,Small Dealer 10,Gadget Lite,275,90,24750,15125
2026-06-12,INV-999593,SuperStore Inc,Premium Widget,253,150,37950,30360
2026-06-12,INV-296274,Small Dealer 6,Low Stock Item,204,200,40800,26520
2026-06-12,INV-884856,SuperStore Inc,Low Stock Item,235,200,47000,30550
2026-06-12,INV-885545,MegaMart Corp,Gadget Lite,385,90,34650,21175
2026-06-12,INV-760641,SuperStore Inc,Gadget Lite,90,90,8100,4950
2026-06-12,INV-120415,BigBuy Distribution,Declining Product,204,100,20400,13260
2026-06-12,INV-239438,SuperStore Inc,Budget Widget,285,30,8550,5130
2026-06-12,INV-528624,BigBuy Distribution,Gadget Pro,52,250,13000,9100
2026-06-12,INV-166601,Small Dealer 12,Gadget Lite,20,90,1800,1100
2026-06-12,INV-766800,MegaMart Corp,Gadget Lite,79,90,7110,4345
2026-06-12,INV-325472,Small Dealer 24,Premium Widget,407,150,61050,48840
2026-06-12,INV-399470,Small Dealer 25,Premium Widget,434,150,65100,52080
2026-06-12,INV-498175,Small Dealer 15,Declining Product,397,100,39700,25805
2026-06-12,INV-808465,Small Dealer 18,Low Stock Item,366,200,73200,47580
