Date,Invoice Number,Customer,Product,Quantity,Unit Price,Revenue,Cost
2026-02-25,INV-42613,Customer Epsilon,Widget C,25,18.78,469.5,282.18
2026-02-25,INV-87158,Customer Gamma,Widget B,40,73.18,2927.2,2037.0
2026-02-25,INV-48119,Customer Beta,Widget C,9,413.68,3723.12,2511.43
2026-02-25,INV-27536,Customer Epsilon,Gadget X,77,266.82,20545.14,14554.51
2026-02-26,INV-62873,Customer Gamma,Gadget X,97,102.33,9926.01,8308.28
2026-02-26,INV-12872,Customer Beta,Widget A,29,366.31,10622.99,6722.24
2026-02-26,INV-14897,Customer Epsilon,Gadget Y,22,70.35,1547.7,1203.77
2026-02-26,INV-16286,Customer Gamma,Gadget X,99,272.02,26929.98,16485.1
2026-02-26,INV-59840,Customer Alpha,Widget A,7,347.98,2435.86,1715.32
2026-02-26,INV-99881,Customer Epsilon,Widget A,33,242.45,8000.85,5106.8
2026-02-26,INV-45386,Customer Gamma,Widget A,54,334.22,18047.88,13817.83
2026-02-26,INV-23751,Customer Epsilon,Gadget Y,90,77.21,6948.9,5612.37
2026-02-26,INV-75239,Customer Epsilon,Gadget Y,16,148.53,2376.48,1892.13
2026-02-26,INV-36433,Customer Epsilon,Widget B,26,391.2,10171.2,8217.06
2026-02-26,INV-37222,Customer Delta,Widget C,38,88.58,3366.04,2480.89
2026-02-26,INV-24474,Customer Gamma,Gadget X,31,11.34,351.54,269.95
2026-02-26,INV-19836,Customer Delta,Gadget Y,20,475.23,9504.6,7555.03
2026-02-26,INV-48800,Customer Gamma,Widget A,83,123.27,10231.41,8667.71
2026-02-26,INV-15170,Customer Delta,Widget C,7,58.91,412.37,265.43
2026-02-27,INV-16014,Customer Gamma,Widget C,55,371.88,20453.4,12757.8
2026-02-27,INV-67372,Customer Beta,Widget A,85,327.13,27806.05,18968.32
2026-02-27,INV-33969,Customer Gamma,Gadget Y,94,55.55,5221.7,4196.89
2026-02-27,INV-60556,Customer Delta,Widget A,52,481.53,25039.56,16725.38
2026-02-27,INV-27368,Customer Delta,Gadget X,84,444.2,37312.8,23943.43
2026-02-27,INV-84572,Customer Beta,Widget A,14,213.85,2993.9,2238.5
2026-02-27,INV-13777,Customer Beta,Gadget X,79,196.08,15490.32,10682.89
2026-02-27,INV-16025,Customer Delta,Widget B,63,65.34,4116.42,2893.11
2026-02-27,INV-98857,Customer Gamma,Widget A,84,163.98,13774.32,10690.83
2026-02-27,INV-97797,Customer Epsilon,Gadget Y,93,286.86,26677.98,22528.86
2026-02-27,INV-66734,Customer Epsilon,Widget C,67,347.24,23265.08,17554.89
2026-02-27,INV-29484,Customer Delta,Widget B,45,335.22,15084.9,11469.82
2026-02-27,INV-76265,Customer Epsilon,Gadget Y,7,15.71,109.97,91.67
2026-02-27,INV-41574,Customer Delta,Gadget X,22,46.68,1026.96,742.4
2026-02-28,INV-62858,Customer Alpha,Widget C,65,119.13,7743.45,5891.44
2026-02-28,INV-21536,Customer Alpha,Widget B,59,227.65,13431.35,9982.97
2026-02-28,INV-95638,Customer Delta,Gadget X,41,68.17,2794.97,2024.52
2026-02-28,INV-10022,Customer Alpha,Widget A,52,212.05,11026.6,8151.78
2026-02-28,INV-83706,Customer Epsilon,Widget A,80,322.39,25791.2,21213.98
2026-02-28,INV-39218,Customer Delta,Widget B,44,188.04,8273.76,5076.52
2026-02-28,INV-96136,Customer Gamma,Gadget X,72,386.03,27794.16,20845.28
2026-02-28,INV-10287,Customer Delta,Widget C,15,57.74,866.1,662.33
2026-02-28,INV-78417,Customer Gamma,Widget C,82,482.57,39570.74,26630.95
2026-02-28,INV-63636,Customer Alpha,Widget C,6,449.47,2696.82,1950.09
2026-02-28,INV-61497,Customer Gamma,Widget A,79,106.0,8374.0,5277.18
2026-02-28,INV-64325,Customer Delta,Widget B,25,361.23,9030.75,5661.75
2026-02-28,INV-96305,Customer Epsilon,Widget A,16,388.35,6213.6,4427.97
2026-02-28,INV-16366,Customer Epsilon,Gadget Y,18,482.29,8681.22,5218.15
2026-02-28,INV-33226,Customer Delta,Gadget Y,75,246.64,18498.0,13449.59
2026-03-01,INV-52184,Customer Alpha,Widget B,50,332.19,16609.5,12482.71
2026-03-01,INV-42537,Customer Delta,Gadget Y,54,489.96,26457.84,21932.96
2026-03-01,INV-27481,Customer Delta,Widget C,44,485.54,21363.76,15236.88
2026-03-01,INV-49179,Customer Delta,Widget B,78,353.01,27534.78,21672.81
2026-03-01,INV-38487,Customer Gamma,Gadget Y,92,371.04,34135.68,25205.63
2026-03-01,INV-98129,Customer Beta,Widget B,80,360.05,28804.0,22226.69
2026-03-01,INV-25126,Customer Beta,Widget B,65,275.82,17928.3,13611.51
2026-03-01,INV-64719,Customer Epsilon,Widget C,62,295.58,18325.96,15314.43
2026-03-01,INV-13312,Customer Gamma,Gadget Y,55,406.07,22333.85,16318.95
2026-03-01,INV-31094,Customer Beta,Gadget X,7,338.42,2368.94,1539.75
2026-03-02,INV-80932,Customer Beta,Widget C,8,348.39,2787.12,1877.92
2026-03-02,INV-83647,Customer Gamma,Widget A,58,60.22,3492.76,2853.62
2026-03-02,INV-47701,Customer Epsilon,Widget B,50,126.42,6321.0,5032.0
2026-03-02,INV-99803,Customer Delta,Widget A,50,214.12,10706.0,8532.98
2026-03-02,INV-91338,Customer Epsilon,Widget C,7,16.35,114.45,75.86
2026-03-02,INV-87120,Customer Beta,Gadget X,82,355.27,29132.14,22196.01
2026-03-02,INV-48558,Customer Epsilon,Gadget Y,26,390.31,10148.06,8535.25
2026-03-02,INV-77350,Customer Beta,Gadget X,88,46.49,4091.12,3439.07
2026-03-02,INV-27048,Customer Delta,Widget A,6,219.97,1319.82,975.54
2026-03-02,INV-30290,Customer Epsilon,Widget B,33,12.77,421.41,301.98
2026-03-02,INV-91968,Customer Beta,Widget A,42,302.47,12703.74,10079.34
2026-03-02,INV-19552,Customer Gamma,Gadget Y,63,397.06,25014.78,18449.4
2026-03-02,INV-76209,Customer Epsilon,Widget C,29,478.92,13888.68,10140.84
2026-03-02,INV-38992,Customer Delta,Widget B,70,273.15,19120.5,11911.81
2026-03-03,INV-91039,Customer Gamma,Widget C,47,153.85,7230.95,6056.48
2026-03-03,INV-11153,Customer Delta,Gadget Y,72,413.61,29779.92,25172.47
2026-03-03,INV-91412,Customer Gamma,Widget A,58,127.77,7410.66,5636.3
2026-03-03,INV-24860,Customer Alpha,Widget B,88,443.97,39069.36,27166.61
2026-03-03,INV-77746,Customer Gamma,Gadget X,70,364.75,25532.5,15477.2
2026-03-03,INV-95397,Customer Epsilon,Widget C,66,228.32,15069.12,9206.67
2026-03-03,INV-80513,Customer Gamma,Widget B,66,50.35,3323.1,2073.58
2026-03-03,INV-37941,Customer Alpha,Gadget Y,81,42.08,3408.48,2616.29
2026-03-03,INV-67047,Customer Alpha,Gadget X,27,273.5,7384.5,5728.05
2026-03-03,INV-21471,Customer Beta,Widget A,4,235.02,940.08,642.01
2026-03-03,INV-85361,Customer Alpha,Widget A,23,399.17,9180.91,6789.48
2026-03-04,INV-51471,Customer Delta,Widget C,50,231.05,11552.5,8099.6
2026-03-04,INV-91048,Customer Delta,Widget A,87,67.97,5913.39,3556.75
2026-03-04,INV-75907,Customer Epsilon,Widget A,6,353.43,2120.58,1310.83
2026-03-04,INV-67367,Customer Gamma,Widget A,88,157.66,13874.08,8624.49
2026-03-04,INV-38818,Customer Delta,Gadget X,85,25.1,2133.5,1363.48
2026-03-04,INV-49066,Customer Delta,Widget B,70,154.54,10817.8,8205.42
2026-03-04,INV-15475,Customer Alpha,Widget C,71,438.64,31143.44,19786.78
2026-03-04,INV-21157,Customer Epsilon,Widget A,77,203.1,15638.7,11523.87
2026-03-04,INV-37752,Customer Beta,Widget C,96,373.3,35836.8,28005.9
2026-03-04,INV-43127,Customer Epsilon,Gadget X,19,88.87,1688.53,1106.32
2026-03-04,INV-17128,Customer Alpha,Widget B,24,338.78,8130.72,6031.56
2026-03-04,INV-18829,Customer Delta,Gadget Y,83,279.34,23185.22,15595.84
2026-03-05,INV-56810,Customer Beta,Widget A,93,294.49,27387.57,22947.63
2026-03-05,INV-35362,Customer Beta,Widget B,13,149.72,1946.36,1201.78
2026-03-05,INV-86568,Customer Delta,Widget C,58,170.89,9911.62,7580.96
2026-03-05,INV-66139,Customer Epsilon,Widget B,73,188.6,13767.8,9349.48
2026-03-05,INV-93995,Customer Alpha,Widget B,41,130.63,5355.83,3510.11
2026-03-05,INV-72908,Customer Gamma,Gadget X,47,75.81,3563.07,2790.75
2026-03-05,INV-24264,Customer Delta,Gadget X,46,389.64,17923.44,12936.11
2026-03-05,INV-28350,Customer Epsilon,Widget B,11,422.48,4647.28,3786.04
2026-03-05,INV-19882,Customer Beta,Gadget Y,34,369.44,12560.96,9504.31
2026-03-05,INV-63101,Customer Epsilon,Widget A,81,25.29,2048.49,1527.09
2026-03-05,INV-80736,Customer Beta,Gadget Y,5,280.28,1401.4,1031.24
2026-03-05,INV-87280,Customer Beta,Gadget X,47,202.32,9509.04,7824.6
2026-03-05,INV-57692,Customer Beta,Widget C,60,255.55,15333.0,9546.92
2026-03-06,INV-68487,Customer Epsilon,Widget B,88,91.26,8030.88,5850.77
2026-03-06,INV-29162,Customer Beta,Widget B,73,474.87,34665.51,26514.03
2026-03-06,INV-18239,Customer Gamma,Gadget X,6,117.22,703.32,507.73
2026-03-06,INV-57349,Customer Gamma,Widget C,30,30.98,929.4,605.68
2026-03-06,INV-95003,Customer Delta,Gadget X,59,441.96,26075.64,15905.52
2026-03-07,INV-44513,Customer Epsilon,Widget A,82,416.53,34155.46,27622.14
2026-03-07,INV-57880,Customer Epsilon,Gadget Y,73,95.19,6948.87,5304.9
2026-03-07,INV-39215,Customer Alpha,Gadget Y,67,133.28,8929.76,7529.29
2026-03-07,INV-73191,Customer Delta,Gadget Y,46,410.45,18880.7,12957.03
2026-03-07,INV-40145,Customer Alpha,Gadget Y,65,442.2,28743.0,20406.8
2026-03-07,INV-30625,Customer Epsilon,Widget A,83,147.6,12250.8,7810.62
2026-03-07,INV-64344,Customer Epsilon,Widget C,92,410.31,37748.52,28888.09
2026-03-07,INV-87436,Customer Alpha,Widget C,62,340.86,21133.32,15210.82
2026-03-07,INV-87640,Customer Delta,Widget B,3,129.4,388.2,245.33
2026-03-07,INV-29249,Customer Beta,Widget B,81,261.19,21156.39,17405.35
2026-03-07,INV-63143,Customer Beta,Widget A,34,462.0,15708.0,11453.65
2026-03-07,INV-96736,Customer Epsilon,Gadget Y,82,19.12,1567.84,1222.74
2026-03-07,INV-73133,Customer Alpha,Widget C,28,230.11,6443.08,5464.98
2026-03-07,INV-33839,Customer Beta,Widget B,53,304.41,16133.73,12885.27
2026-03-07,INV-69437,Customer Epsilon,Gadget Y,34,92.18,3134.12,2417.65
2026-03-08,INV-78512,Customer Delta,Widget B,50,74.78,3739.0,2258.88
2026-03-08,INV-90576,Customer Delta,Gadget Y,20,306.7,6134.0,3952.48
2026-03-08,INV-73208,Customer Alpha,Gadget Y,69,256.63,17707.47,11144.71
2026-03-08,INV-98940,Customer Epsilon,Widget B,70,415.49,29084.3,23972.51
2026-03-08,INV-79444,Customer Epsilon,Gadget X,54,191.48,10339.92,6316.24
2026-03-08,INV-87207,Customer Beta,Gadget X,62,396.88,24606.56,17109.17
2026-03-08,INV-40475,Customer Alpha,Gadget Y,55,75.6,4158.0,2990.79
2026-03-09,INV-10932,Customer Epsilon,Widget C,70,210.24,14716.8,9525.53
2026-03-09,INV-36924,Customer Epsilon,Gadget Y,16,264.68,4234.88,2937.98
2026-03-09,INV-86725,Customer Delta,Widget C,47,62.23,2924.81,2066.43
2026-03-09,INV-46118,Customer Gamma,Widget C,69,217.55,15010.95,10378.74
2026-03-09,INV-33425,Customer Beta,Gadget X,53,280.53,14868.09,10993.33
2026-03-09,INV-85713,Customer Epsilon,Widget C,72,247.04,17786.88,15067.75
2026-03-09,INV-25608,Customer Delta,Widget C,95,77.65,7376.75,6019.12
2026-03-10,INV-54359,Customer Beta,Gadget X,13,115.08,1496.04,1047.44
2026-03-10,INV-61000,Customer Epsilon,Gadget Y,90,345.44,31089.6,19058.34
2026-03-10,INV-21552,Customer Alpha,Widget A,19,241.12,4581.28,3436.24
2026-03-10,INV-60374,Customer Gamma,Widget A,29,191.71,5559.59,4182.24
2026-03-10,INV-88311,Customer Epsilon,Gadget X,84,265.29,22284.36,17335.04
2026-03-10,INV-96099,Customer Beta,Widget A,82,252.24,20683.68,12465.59
2026-03-10,INV-77608,Customer Gamma,Gadget Y,25,26.47,661.75,496.23
2026-03-10,INV-95854,Customer Epsilon,Widget B,22,340.27,7485.94,5164.81
2026-03-10,INV-56285,Customer Beta,Widget A,12,498.44,5981.28,4754.63
2026-03-10,INV-18993,Customer Delta,Gadget X,76,108.15,8219.4,4963.22
2026-03-10,INV-86406,Customer Epsilon,Widget A,37,365.81,13534.97,10012.88
2026-03-10,INV-69606,Customer Gamma,Widget C,36,120.88,4351.68,3658.74
2026-03-11,INV-83220,Customer Alpha,Gadget Y,34,95.77,3256.18,2365.81
2026-03-11,INV-77277,Customer Epsilon,Widget A,38,176.58,6710.04,4222.31
2026-03-11,INV-59424,Customer Epsilon,Widget C,74,132.57,9810.18,6972.02
2026-03-11,INV-70142,Customer Delta,Gadget Y,99,129.2,12790.8,8760.61
2026-03-11,INV-60157,Customer Epsilon,Gadget X,4,246.17,984.68,654.28
2026-03-11,INV-80208,Customer Beta,Widget B,41,212.09,8695.69,5985.02
2026-03-11,INV-54825,Customer Gamma,Widget A,32,150.77,4824.64,3375.96
2026-03-11,INV-85197,Customer Epsilon,Widget A,23,243.51,5600.73,3855.46
2026-03-11,INV-75404,Customer Beta,Widget C,96,344.72,33093.12,27383.96
2026-03-11,INV-40042,Customer Beta,Widget B,95,128.61,12217.95,8141.45
2026-03-11,INV-25712,Customer Beta,Widget B,80,184.45,14756.0,11727.1
2026-03-11,INV-15539,Customer Delta,Widget A,79,13.25,1046.75,852.34
2026-03-11,INV-85303,Customer Gamma,Gadget X,80,164.55,13164.0,10854.12
2026-03-11,INV-46735,Customer Delta,Widget C,24,492.35,11816.4,9795.82
2026-03-11,INV-65466,Customer Beta,Gadget X,97,292.57,28379.29,17411.75
2026-03-11,INV-99959,Customer Epsilon,Gadget X,5,256.21,1281.05,894.72
2026-03-11,INV-11103,Customer Delta,Widget B,16,352.14,5634.24,4028.58
2026-03-12,INV-44039,Customer Delta,Widget B,75,59.37,4452.75,3074.18
2026-03-12,INV-90358,Customer Epsilon,Widget B,34,126.2,4290.8,3080.09
2026-03-12,INV-58799,Customer Gamma,Widget C,24,254.4,6105.6,3984.72
2026-03-12,INV-85483,Customer Delta,Widget C,36,230.86,8310.96,6173.82
2026-03-12,INV-66651,Customer Alpha,Widget B,93,142.28,13232.04,8719.27
2026-03-13,INV-33148,Customer Beta,Widget B,95,83.28,7911.6,6340.49
2026-03-13,INV-77765,Customer Delta,Gadget X,18,497.83,8960.94,7279.4
2026-03-13,INV-84427,Customer Gamma,Gadget Y,63,157.02,9892.26,7325.56
2026-03-13,INV-43330,Customer Delta,Widget A,13,348.37,4528.81,2785.26
2026-03-13,INV-57226,Customer Alpha,Gadget X,58,374.85,21741.3,14456.71
2026-03-13,INV-56018,Customer Epsilon,Gadget Y,33,178.63,5894.79,4143.69
2026-03-13,INV-32877,Customer Beta,Gadget Y,74,292.19,21622.06,16482.12
2026-03-13,INV-68580,Customer Gamma,Widget C,42,339.86,14274.12,10304.11
2026-03-13,INV-28985,Customer Delta,Widget A,79,150.4,11881.6,9005.4
2026-03-13,INV-19351,Customer Gamma,Widget B,54,319.32,17243.28,12810.19
2026-03-13,INV-48188,Customer Beta,Widget A,44,121.83,5360.52,3640.97
2026-03-13,INV-57600,Customer Epsilon,Widget C,83,203.77,16912.91,13901.11
2026-03-13,INV-13027,Customer Epsilon,Gadget Y,58,212.85,12345.3,7974.71
2026-03-13,INV-20494,Customer Beta,Widget B,85,133.31,11331.35,8906.09
2026-03-13,INV-72021,Customer Beta,Widget B,51,60.47,3083.97,1899.57
2026-03-13,INV-20911,Customer Alpha,Gadget Y,4,387.76,1551.04,1133.8
2026-03-13,INV-61097,Customer Gamma,Widget A,80,86.08,6886.4,5259.2
2026-03-14,INV-27206,Customer Beta,Widget B,95,149.25,14178.75,10727.93
2026-03-14,INV-52624,Customer Beta,Gadget Y,4,27.23,108.92,75.07
2026-03-14,INV-27709,Customer Delta,Gadget X,70,468.08,32765.6,24152.71
2026-03-14,INV-93342,Customer Beta,Gadget Y,76,302.82,23014.32,17439.37
2026-03-14,INV-55504,Customer Delta,Gadget Y,68,323.5,21998.0,16134.35
2026-03-14,INV-57943,Customer Epsilon,Gadget X,30,404.31,12129.3,8617.44
2026-03-14,INV-27865,Customer Gamma,Gadget X,20,158.75,3175.0,1905.07
2026-03-14,INV-74478,Customer Gamma,Widget C,61,272.2,16604.2,12817.49
2026-03-14,INV-88250,Customer Gamma,Gadget X,2,385.28,770.56,616.06
2026-03-14,INV-83472,Customer Alpha,Widget B,71,193.09,13709.39,9636.8
2026-03-14,INV-61081,Customer Delta,Gadget X,32,90.0,2880.0,2258.72
2026-03-14,INV-77713,Customer Beta,Gadget X,34,48.81,1659.54,1255.16
2026-03-14,INV-45235,Customer Gamma,Gadget Y,37,327.74,12126.38,8888.47
2026-03-14,INV-93478,Customer Beta,Gadget X,9,99.38,894.42,601.41
2026-03-15,INV-52027,Customer Delta,Gadget Y,35,353.23,12363.05,8938.47
2026-03-15,INV-23405,Customer Beta,Widget A,7,485.16,3396.12,2056.46
2026-03-15,INV-40514,Customer Gamma,Widget C,17,360.45,6127.65,4790.45
2026-03-15,INV-50838,Customer Beta,Widget A,2,251.85,503.7,345.28
2026-03-15,INV-20515,Customer Gamma,Gadget X,60,351.5,21090.0,12821.33
2026-03-15,INV-71623,Customer Alpha,Widget B,35,390.07,13652.45,8435.11
2026-03-15,INV-25985,Customer Beta,Widget B,33,410.45,13544.85,10931.55
2026-03-15,INV-14392,Customer Delta,Widget B,99,487.74,48286.26,31955.39
2026-03-15,INV-37321,Customer Delta,Widget B,95,387.79,36840.05,26903.73
2026-03-15,INV-30789,Customer Delta,Gadget X,88,480.99,42327.12,35303.1
2026-03-15,INV-49166,Customer Epsilon,Widget A,67,69.85,4679.95,3371.0
2026-03-15,INV-24801,Customer Gamma,Widget B,7,433.19,3032.33,1984.5
2026-03-15,INV-86637,Customer Delta,Widget B,42,17.38,729.96,582.94
2026-03-15,INV-72294,Customer Delta,Widget A,32,14.38,460.16,280.93
2026-03-15,INV-75525,Customer Beta,Gadget Y,48,387.69,18609.12,12322.6
2026-03-15,INV-91937,Customer Epsilon,Widget A,44,466.12,20509.28,17417.37
2026-03-15,INV-24076,Customer Alpha,Widget A,46,325.84,14988.64,11621.17
2026-03-15,INV-94495,Customer Delta,Widget B,30,165.2,4956.0,3665.4
2026-03-15,INV-56945,Customer Delta,Widget C,94,104.55,9827.7,7590.06
2026-03-16,INV-81137,Customer Alpha,Widget C,63,356.25,22443.75,16602.9
2026-03-16,INV-71393,Customer Beta,Gadget X,73,101.45,7405.85,5087.2
2026-03-16,INV-68901,Customer Epsilon,Widget C,71,88.57,6288.47,4608.09
2026-03-16,INV-93627,Customer Gamma,Widget C,70,189.89,13292.3,7977.77
2026-03-16,INV-57720,Customer Delta,Gadget Y,94,100.91,9485.54,5735.72
2026-03-16,INV-80642,Customer Beta,Gadget Y,42,363.29,15258.18,11665.98
2026-03-16,INV-30202,Customer Beta,Gadget X,68,344.78,23445.04,18555.19
2026-03-16,INV-22616,Customer Gamma,Gadget Y,42,210.8,8853.6,6024.93
2026-03-16,INV-14099,Customer Alpha,Gadget Y,6,419.24,2515.44,1590.87
2026-03-17,INV-60934,Customer Delta,Widget A,25,58.39,1459.75,1084.23
2026-03-17,INV-58018,Customer Epsilon,Gadget X,80,353.64,28291.2,18784.92
2026-03-17,INV-37359,Customer Epsilon,Widget B,92,44.73,4115.16,3426.09
2026-03-17,INV-83140,Customer Alpha,Gadget X,60,402.5,24150.0,14856.48
2026-03-17,INV-79339,Customer Gamma,Gadget X,91,38.57,3509.87,2647.26
2026-03-17,INV-78089,Customer Alpha,Widget A,39,48.19,1879.41,1229.09
2026-03-17,INV-35312,Customer Alpha,Widget A,93,123.2,11457.6,7978.3
2026-03-17,INV-83156,Customer Beta,Gadget Y,73,316.41,23097.93,14891.8
2026-03-17,INV-70125,Customer Alpha,Gadget X,99,322.93,31970.07,22043.07
2026-03-17,INV-76151,Customer Alpha,Gadget X,22,398.31,8762.82,6462.5
2026-03-17,INV-56179,Customer Beta,Widget C,69,499.23,34446.87,24483.22
2026-03-18,INV-52395,Customer Gamma,Gadget Y,48,212.05,10178.4,7718.38
2026-03-18,INV-82120,Customer Beta,Gadget Y,73,277.36,20247.28,14046.87
2026-03-18,INV-14543,Customer Gamma,Widget C,58,229.27,13297.66,9298.69
2026-03-18,INV-49562,Customer Epsilon,Widget C,3,263.63,790.89,670.95
2026-03-18,INV-46170,Customer Gamma,Widget A,29,115.26,3342.54,2268.67
2026-03-18,INV-22358,Customer Epsilon,Gadget Y,72,289.63,20853.36,15492.02
2026-03-18,INV-86304,Customer Delta,Widget A,46,86.49,3978.54,2650.69
2026-03-18,INV-62402,Customer Beta,Widget B,33,407.43,13445.19,8376.03
2026-03-18,INV-73246,Customer Beta,Gadget Y,94,47.83,4496.02,3062.57
2026-03-18,INV-22499,Customer Delta,Widget B,89,354.4,31541.6,25387.17
2026-03-18,INV-20286,Customer Gamma,Gadget Y,5,368.09,1840.45,1369.43
2026-03-18,INV-25799,Customer Gamma,Widget A,45,441.1,19849.5,14064.88
2026-03-18,INV-17094,Customer Epsilon,Widget B,2,320.6,641.2,486.06
2026-03-18,INV-52838,Customer Epsilon,Widget C,6,166.47,998.82,740.35
2026-03-18,INV-61495,Customer Beta,Gadget Y,20,34.75,695.0,544.11
2026-03-19,INV-61684,Customer Epsilon,Gadget Y,65,54.14,3519.1,2491.47
2026-03-19,INV-16463,Customer Beta,Widget B,44,50.45,2219.8,1649.0
2026-03-19,INV-27088,Customer Delta,Gadget Y,34,51.69,1757.46,1274.96
2026-03-19,INV-84885,Customer Delta,Widget B,72,107.07,7709.04,5387.31
2026-03-19,INV-41760,Customer Epsilon,Widget B,79,498.57,39387.03,28794.36
2026-03-19,INV-85499,Customer Gamma,Widget A,100,220.73,22073.0,17022.36
2026-03-19,INV-34967,Customer Alpha,Widget A,86,212.66,18288.76,12643.33
2026-03-19,INV-32184,Customer Gamma,Widget C,77,331.15,25498.55,20205.57
2026-03-19,INV-40603,Customer Epsilon,Widget C,57,315.36,17975.52,12764.7
2026-03-19,INV-24728,Customer Gamma,Widget B,20,381.29,7625.8,6201.23
2026-03-19,INV-47707,Customer Beta,Widget A,80,464.1,37128.0,30340.56
2026-03-19,INV-71759,Customer Gamma,Widget A,89,404.1,35964.9,24322.33
2026-03-19,INV-81620,Customer Gamma,Widget A,27,372.61,10060.47,6569.17
2026-03-19,INV-28526,Customer Gamma,Gadget Y,71,246.68,17514.28,13704.59
2026-03-19,INV-43483,Customer Delta,Widget A,75,453.96,34047.0,24912.18
2026-03-19,INV-45557,Customer Alpha,Widget B,37,108.34,4008.58,3103.17
2026-03-19,INV-96556,Customer Delta,Widget A,84,473.14,39743.76,24507.97
2026-03-19,INV-95119,Customer Gamma,Widget C,14,19.35,270.9,221.29
2026-03-19,INV-51347,Customer Beta,Gadget X,49,259.18,12699.82,9873.12
2026-03-20,INV-70029,Customer Epsilon,Gadget Y,12,101.34,1216.08,881.86
2026-03-20,INV-53721,Customer Alpha,Gadget Y,6,131.22,787.32,576.6
2026-03-20,INV-56125,Customer Delta,Gadget X,96,86.93,8345.28,5730.66
2026-03-20,INV-46159,Customer Gamma,Widget C,31,498.04,15439.24,13040.71
2026-03-20,INV-13862,Customer Gamma,Widget A,50,446.3,22315.0,17934.89
2026-03-20,INV-96105,Customer Gamma,Gadget Y,29,84.34,2445.86,2016.11
2026-03-20,INV-90274,Customer Alpha,Widget B,94,197.28,18544.32,15580.04
2026-03-20,INV-50944,Customer Delta,Widget B,31,290.72,9012.32,6368.25
2026-03-20,INV-28163,Customer Gamma,Gadget Y,58,275.69,15990.02,10420.53
2026-03-20,INV-50501,Customer Epsilon,Gadget Y,88,402.05,35380.4,28857.91
2026-03-20,INV-29025,Customer Beta,Gadget Y,56,497.89,27881.84,23530.72
2026-03-20,INV-25517,Customer Beta,Gadget Y,41,43.23,1772.43,1299.62
2026-03-20,INV-64269,Customer Gamma,Widget B,19,366.27,6959.13,5507.17
2026-03-20,INV-93472,Customer Gamma,Gadget X,57,375.35,21394.95,17232.02
2026-03-20,INV-13433,Customer Beta,Widget C,100,102.09,10209.0,6461.14
2026-03-20,INV-88166,Customer Epsilon,Gadget Y,35,306.75,10736.25,8085.37
2026-03-20,INV-72469,Customer Beta,Widget B,88,22.78,2004.64,1242.61
2026-03-20,INV-34114,Customer Epsilon,Widget B,78,239.69,18695.82,14253.55
2026-03-20,INV-14224,Customer Delta,Gadget X,61,77.38,4720.18,3060.16
2026-03-20,INV-97993,Customer Alpha,Gadget X,35,475.6,16646.0,10913.76
2026-03-21,INV-90879,Customer Alpha,Widget B,23,464.28,10678.44,9038.31
2026-03-21,INV-15482,Customer Gamma,Gadget X,59,444.92,26250.28,18556.03
2026-03-21,INV-84964,Customer Delta,Gadget Y,93,163.32,15188.76,11435.26
2026-03-21,INV-15047,Customer Epsilon,Gadget Y,68,324.28,22051.04,17112.23
2026-03-21,INV-42207,Customer Alpha,Gadget Y,58,233.88,13565.04,11115.76
2026-03-21,INV-60777,Customer Epsilon,Gadget Y,51,492.08,25096.08,15303.91
2026-03-21,INV-49918,Customer Alpha,Gadget Y,25,152.68,3817.0,2670.03
2026-03-21,INV-17149,Customer Delta,Widget C,22,217.01,4774.22,3596.34
2026-03-21,INV-75622,Customer Beta,Gadget Y,60,416.65,24999.0,17822.4
2026-03-21,INV-81618,Customer Beta,Widget A,100,296.87,29687.0,24449.68
2026-03-21,INV-69464,Customer Delta,Widget B,53,168.5,8930.5,5413.92
2026-03-22,INV-31495,Customer Alpha,Gadget X,33,168.8,5570.4,4245.45
2026-03-22,INV-21181,Customer Alpha,Widget A,15,356.05,5340.75,4051.06
2026-03-22,INV-30958,Customer Delta,Gadget Y,94,397.62,37376.28,27206.82
2026-03-22,INV-53934,Customer Epsilon,Gadget X,49,31.51,1543.99,992.36
2026-03-22,INV-16725,Customer Beta,Gadget Y,21,435.72,9150.12,5899.24
2026-03-22,INV-47851,Customer Gamma,Gadget X,40,367.78,14711.2,12360.96
2026-03-22,INV-43175,Customer Alpha,Widget B,17,480.61,8170.37,4909.44
2026-03-22,INV-10753,Customer Delta,Widget A,64,429.15,27465.6,20211.26
2026-03-22,INV-69472,Customer Delta,Gadget Y,31,116.27,3604.37,2756.87
2026-03-22,INV-81741,Customer Delta,Gadget X,11,304.6,3350.6,2015.87
2026-03-22,INV-16411,Customer Epsilon,Widget C,81,283.2,22939.2,18496.18
2026-03-23,INV-14250,Customer Alpha,Widget B,84,181.02,15205.68,9676.04
2026-03-23,INV-24272,Customer Epsilon,Gadget Y,39,172.24,6717.36,4177.7
2026-03-23,INV-87983,Customer Beta,Gadget X,21,339.32,7125.72,5364.05
2026-03-23,INV-57210,Customer Epsilon,Gadget Y,23,483.48,11120.04,8755.18
2026-03-23,INV-59668,Customer Alpha,Widget A,99,156.65,15508.35,10733.99
2026-03-23,INV-25993,Customer Delta,Widget A,71,41.81,2968.51,2130.51
2026-03-23,INV-37400,Customer Gamma,Widget C,68,212.74,14466.32,9438.71
2026-03-23,INV-79330,Customer Alpha,Gadget Y,14,289.97,4059.58,3429.69
