Date,Receipt No,Product,Category,Quantity,Unit Price,Amount,Cost
2026-05-18,R916851,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-05-18,R233849,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-05-18,R437093,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-05-18,R224324,Milk,Dairy,27,1.8,48.6,32.4
2026-05-18,R268573,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-05-18,R118930,Bread,Bakery,30,2.5,75.0,30.0
2026-05-18,R223124,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-05-18,R801061,Bread,Bakery,17,2.5,42.5,17.0
2026-05-18,R496093,Frozen Pizza,Frozen,4,5.5,22.0,12.0
2026-05-18,R523748,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-05-18,R351281,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-05-18,R585857,Spices,Pantry,3,3.5,10.5,3.0
2026-05-18,R403326,Milk,Dairy,5,1.8,9.0,6.0
2026-05-18,R846420,Chips,Snacks,6,4.0,24.0,15.0
2026-05-18,R843673,Milk,Dairy,6,1.8,10.8,7.2
2026-05-18,R629583,Cereal,Breakfast,4,4.5,18.0,8.0
2026-05-18,R623108,Cereal,Breakfast,6,4.5,27.0,12.0
2026-05-18,R310214,Spices,Pantry,4,3.5,14.0,4.0
2026-05-18,R846048,Milk,Dairy,20,1.8,36.0,24.0
2026-05-18,R880664,Cereal,Breakfast,3,4.5,13.5,6.0
2026-05-18,R561920,Milk,Dairy,13,1.8,23.4,15.6
2026-05-18,R235193,Cooking Oil,Pantry,10,6.0,60.0,45.0
2026-05-18,R667328,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-05-18,R937867,Milk,Dairy,15,1.8,27.0,18.0
2026-05-18,R238706,Cereal,Breakfast,6,4.5,27.0,12.0
2026-05-18,R984223,Cereal,Breakfast,6,4.5,27.0,12.0
2026-05-18,R742543,Chips,Snacks,8,4.0,32.0,20.0
2026-05-18,R728545,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-05-18,R218964,Milk,Dairy,16,1.8,28.8,19.2
2026-05-18,R190304,Milk,Dairy,17,1.8,30.6,20.4
2026-05-18,R983203,Chips,Snacks,3,4.0,12.0,7.5
2026-05-18,R639633,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-18,R828386,Spices,Pantry,9,3.5,31.5,9.0
2026-05-18,R699446,Milk,Dairy,28,1.8,50.4,33.6
2026-05-18,R217140,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-05-18,R288584,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-05-18,R867215,Chips,Snacks,2,4.0,8.0,5.0
2026-05-18,R863461,Milk,Dairy,29,1.8,52.2,34.8
2026-05-19,R978253,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-05-19,R255241,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-19,R546054,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-05-19,R854008,Frozen Pizza,Frozen,4,5.5,22.0,12.0
2026-05-19,R476843,Cereal,Breakfast,10,4.5,45.0,20.0
2026-05-19,R566605,Chips,Snacks,2,4.0,8.0,5.0
2026-05-19,R872851,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-19,R199990,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-05-19,R299362,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-19,R797912,Cereal,Breakfast,8,4.5,36.0,16.0
2026-05-19,R866228,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-05-19,R269767,Cereal,Breakfast,2,4.5,9.0,4.0
2026-05-19,R549532,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-19,R888481,Cereal,Breakfast,8,4.5,36.0,16.0
2026-05-19,R472457,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-19,R702485,Bread,Bakery,9,2.5,22.5,9.0
2026-05-19,R179293,Spices,Pantry,9,3.5,31.5,9.0
2026-05-19,R361762,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-19,R372932,Milk,Dairy,24,1.8,43.2,28.8
2026-05-19,R352418,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-05-19,R865303,Frozen Pizza,Frozen,4,5.5,22.0,12.0
2026-05-19,R654269,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-19,R774967,Bread,Bakery,20,2.5,50.0,20.0
2026-05-19,R809563,Milk,Dairy,24,1.8,43.2,28.8
2026-05-19,R197314,Cereal,Breakfast,5,4.5,22.5,10.0
2026-05-19,R695527,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-05-19,R450261,Milk,Dairy,21,1.8,37.8,25.2
2026-05-19,R636743,Milk,Dairy,17,1.8,30.6,20.4
2026-05-19,R217081,Cereal,Breakfast,4,4.5,18.0,8.0
2026-05-19,R339749,Soda,Beverages,14,3.0,42.0,14.0
2026-05-19,R765093,Spices,Pantry,2,3.5,7.0,2.0
2026-05-19,R470694,Cooking Oil,Pantry,3,6.0,18.0,13.5
2026-05-19,R777581,Spices,Pantry,9,3.5,31.5,9.0
2026-05-19,R381216,Chips,Snacks,4,4.0,16.0,10.0
2026-05-19,R818832,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-19,R187873,Milk,Dairy,24,1.8,43.2,28.8
2026-05-19,R295137,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-05-19,R672588,Spices,Pantry,8,3.5,28.0,8.0
2026-05-19,R474650,Spices,Pantry,6,3.5,21.0,6.0
2026-05-19,R716113,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-05-19,R899485,Spices,Pantry,10,3.5,35.0,10.0
2026-05-19,R882440,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-05-19,R612593,Cereal,Breakfast,2,4.5,9.0,4.0
2026-05-19,R616540,Milk,Dairy,21,1.8,37.8,25.2
2026-05-19,R725100,Bread,Bakery,30,2.5,75.0,30.0
2026-05-19,R241933,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-05-19,R168036,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-05-19,R740535,Chips,Snacks,4,4.0,16.0,10.0
2026-05-19,R851281,Bread,Bakery,23,2.5,57.5,23.0
2026-05-19,R350089,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-05-19,R678610,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-05-19,R733343,Cooking Oil,Pantry,6,6.0,36.0,27.0
2026-05-19,R299238,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-05-19,R436825,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-05-19,R735133,Cooking Oil,Pantry,6,6.0,36.0,27.0
2026-05-19,R870040,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-05-19,R705603,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-05-19,R427616,Milk,Dairy,11,1.8,19.8,13.2
2026-05-19,R706036,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-05-19,R357521,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-19,R180060,Soda,Beverages,17,3.0,51.0,17.0
2026-05-19,R497323,Cereal,Breakfast,9,4.5,40.5,18.0
2026-05-19,R528709,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-05-19,R889380,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-05-19,R517470,Spices,Pantry,6,3.5,21.0,6.0
2026-05-19,R563137,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-05-19,R958852,Cereal,Breakfast,9,4.5,40.5,18.0
2026-05-19,R878998,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-05-19,R136595,Chips,Snacks,6,4.0,24.0,15.0
2026-05-19,R250796,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-05-19,R739821,Spices,Pantry,2,3.5,7.0,2.0
2026-05-19,R875053,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-05-19,R543143,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-19,R289601,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-19,R321760,Soda,Beverages,19,3.0,57.0,19.0
2026-05-19,R619254,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-05-19,R794899,Milk,Dairy,14,1.8,25.2,16.8
2026-05-19,R350920,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-05-19,R133028,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-19,R702867,Milk,Dairy,6,1.8,10.8,7.2
2026-05-19,R819421,Spices,Pantry,10,3.5,35.0,10.0
2026-05-19,R784872,Cereal,Breakfast,8,4.5,36.0,16.0
2026-05-19,R699150,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-05-19,R958735,Spices,Pantry,2,3.5,7.0,2.0
2026-05-19,R592138,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-05-19,R903984,Bread,Bakery,27,2.5,67.5,27.0
2026-05-19,R967567,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-05-19,R626260,Chips,Snacks,6,4.0,24.0,15.0
2026-05-19,R820352,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-05-19,R885975,Bread,Bakery,5,2.5,12.5,5.0
2026-05-19,R636596,Soda,Beverages,23,3.0,69.0,23.0
2026-05-19,R531731,Bread,Bakery,24,2.5,60.0,24.0
2026-05-19,R696090,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-05-19,R285239,Bread,Bakery,14,2.5,35.0,14.0
2026-05-19,R502077,Milk,Dairy,26,1.8,46.8,31.2
2026-05-19,R187127,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-05-19,R465962,Cereal,Breakfast,5,4.5,22.5,10.0
2026-05-19,R262989,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-05-19,R708318,Bread,Bakery,21,2.5,52.5,21.0
2026-05-19,R779330,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-05-19,R354535,Cooking Oil,Pantry,10,6.0,60.0,45.0
2026-05-19,R553551,Cereal,Breakfast,3,4.5,13.5,6.0
2026-05-19,R803366,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-05-19,R734877,Cereal,Breakfast,5,4.5,22.5,10.0
2026-05-19,R174702,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-05-20,R727475,Milk,Dairy,8,1.8,14.4,9.6
2026-05-20,R644892,Spices,Pantry,7,3.5,24.5,7.0
2026-05-20,R390497,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-05-20,R796980,Soda,Beverages,27,3.0,81.0,27.0
2026-05-20,R875574,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-05-20,R135790,Milk,Dairy,28,1.8,50.4,33.6
2026-05-20,R157835,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-20,R131311,Bread,Bakery,29,2.5,72.5,29.0
2026-05-20,R352808,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-05-20,R957359,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-05-20,R270837,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-05-20,R723276,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-05-20,R353974,Bread,Bakery,28,2.5,70.0,28.0
2026-05-20,R510061,Cereal,Breakfast,4,4.5,18.0,8.0
2026-05-20,R332559,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-05-20,R954626,Chips,Snacks,4,4.0,16.0,10.0
2026-05-20,R930715,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-05-20,R474419,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-05-20,R808677,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-05-20,R964342,Spices,Pantry,4,3.5,14.0,4.0
2026-05-20,R609187,Cereal,Breakfast,4,4.5,18.0,8.0
2026-05-20,R316077,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-05-20,R240596,Bread,Bakery,26,2.5,65.0,26.0
2026-05-20,R147248,Chips,Snacks,8,4.0,32.0,20.0
2026-05-20,R543878,Chips,Snacks,3,4.0,12.0,7.5
2026-05-20,R638743,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-05-20,R461963,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-05-20,R330388,Milk,Dairy,20,1.8,36.0,24.0
2026-05-20,R773284,Spices,Pantry,4,3.5,14.0,4.0
2026-05-20,R428963,Bread,Bakery,29,2.5,72.5,29.0
2026-05-20,R608598,Milk,Dairy,26,1.8,46.8,31.2
2026-05-20,R634635,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-05-20,R578829,Cooking Oil,Pantry,10,6.0,60.0,45.0
2026-05-20,R368191,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-20,R285538,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-20,R641041,Chips,Snacks,3,4.0,12.0,7.5
2026-05-20,R393166,Milk,Dairy,7,1.8,12.6,8.4
2026-05-20,R814643,Bread,Bakery,25,2.5,62.5,25.0
2026-05-20,R201738,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-05-20,R837776,Spices,Pantry,3,3.5,10.5,3.0
2026-05-20,R467163,Spices,Pantry,9,3.5,31.5,9.0
2026-05-20,R330961,Cereal,Breakfast,10,4.5,45.0,20.0
2026-05-20,R958768,Soda,Beverages,17,3.0,51.0,17.0
2026-05-20,R380669,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-05-20,R718496,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-05-20,R540557,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-05-20,R642663,Chips,Snacks,6,4.0,24.0,15.0
2026-05-20,R363248,Cereal,Breakfast,7,4.5,31.5,14.0
2026-05-20,R238569,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-05-20,R301656,Chips,Snacks,2,4.0,8.0,5.0
2026-05-20,R646485,Bread,Bakery,29,2.5,72.5,29.0
2026-05-20,R675455,Frozen Pizza,Frozen,5,5.5,27.5,15.0
2026-05-20,R138187,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-05-20,R608967,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-05-20,R160471,Cereal,Breakfast,10,4.5,45.0,20.0
2026-05-20,R119815,Soda,Beverages,30,3.0,90.0,30.0
2026-05-20,R565053,Chips,Snacks,6,4.0,24.0,15.0
2026-05-20,R355341,Soda,Beverages,30,3.0,90.0,30.0
2026-05-20,R242231,Chips,Snacks,3,4.0,12.0,7.5
2026-05-20,R675393,Soda,Beverages,19,3.0,57.0,19.0
2026-05-20,R185723,Bread,Bakery,21,2.5,52.5,21.0
2026-05-20,R689326,Bread,Bakery,22,2.5,55.0,22.0
2026-05-20,R842574,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-05-20,R422251,Bread,Bakery,11,2.5,27.5,11.0
2026-05-20,R646190,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-05-20,R586763,Bread,Bakery,28,2.5,70.0,28.0
2026-05-20,R897291,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-05-20,R972026,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-20,R298124,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-05-20,R332681,Cereal,Breakfast,7,4.5,31.5,14.0
2026-05-20,R678394,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-05-20,R798021,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-05-20,R669669,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-20,R464935,Spices,Pantry,2,3.5,7.0,2.0
2026-05-20,R264174,Bread,Bakery,15,2.5,37.5,15.0
2026-05-20,R531783,Cereal,Breakfast,10,4.5,45.0,20.0
2026-05-20,R499597,Cereal,Breakfast,9,4.5,40.5,18.0
2026-05-20,R382484,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-05-20,R107192,Bread,Bakery,17,2.5,42.5,17.0
2026-05-20,R320662,Bread,Bakery,23,2.5,57.5,23.0
2026-05-20,R590611,Bread,Bakery,12,2.5,30.0,12.0
2026-05-20,R872400,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-05-20,R866730,Bread,Bakery,25,2.5,62.5,25.0
2026-05-20,R743402,Cereal,Breakfast,5,4.5,22.5,10.0
2026-05-20,R728824,Soda,Beverages,13,3.0,39.0,13.0
2026-05-20,R832720,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-20,R345107,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-05-20,R774534,Milk,Dairy,12,1.8,21.6,14.4
2026-05-20,R298133,Chips,Snacks,10,4.0,40.0,25.0
2026-05-20,R384737,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-05-20,R380706,Soda,Beverages,22,3.0,66.0,22.0
2026-05-20,R653918,Soda,Beverages,30,3.0,90.0,30.0
2026-05-20,R560309,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-05-20,R549319,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-05-20,R963662,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-05-20,R642248,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-05-20,R716202,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-05-20,R186763,Milk,Dairy,22,1.8,39.6,26.4
2026-05-20,R372418,Cereal,Breakfast,7,4.5,31.5,14.0
2026-05-20,R495438,Cereal,Breakfast,5,4.5,22.5,10.0
2026-05-20,R474095,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-05-20,R443162,Soda,Beverages,13,3.0,39.0,13.0
2026-05-20,R195241,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-05-20,R493920,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-05-20,R480030,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-20,R782341,Soda,Beverages,29,3.0,87.0,29.0
2026-05-20,R189231,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-05-20,R467211,Cereal,Breakfast,7,4.5,31.5,14.0
2026-05-20,R872130,Chips,Snacks,4,4.0,16.0,10.0
2026-05-20,R790465,Soda,Beverages,25,3.0,75.0,25.0
2026-05-20,R366103,Cereal,Breakfast,8,4.5,36.0,16.0
2026-05-20,R823104,Soda,Beverages,18,3.0,54.0,18.0
2026-05-20,R708499,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-05-20,R245450,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-05-20,R879402,Milk,Dairy,27,1.8,48.6,32.4
2026-05-20,R535324,Soda,Beverages,17,3.0,51.0,17.0
2026-05-20,R101608,Chips,Snacks,7,4.0,28.0,17.5
2026-05-20,R102488,Frozen Pizza,Frozen,9,5.5,49.5,27.0
2026-05-20,R884947,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-05-20,R764303,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-05-20,R527263,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-05-20,R289481,Chips,Snacks,6,4.0,24.0,15.0
2026-05-20,R312416,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-20,R870832,Soda,Beverages,11,3.0,33.0,11.0
2026-05-20,R474095,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-20,R610497,Cereal,Breakfast,4,4.5,18.0,8.0
2026-05-20,R198309,Chips,Snacks,9,4.0,36.0,22.5
2026-05-20,R186776,Milk,Dairy,23,1.8,41.4,27.6
2026-05-20,R991139,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-05-20,R520834,Bread,Bakery,28,2.5,70.0,28.0
2026-05-20,R470279,Bread,Bakery,14,2.5,35.0,14.0
2026-05-20,R733268,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-05-20,R284476,Cereal,Breakfast,10,4.5,45.0,20.0
2026-05-20,R168162,Chips,Snacks,2,4.0,8.0,5.0
2026-05-20,R397437,Milk,Dairy,11,1.8,19.8,13.2
2026-05-20,R542004,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-05-20,R188559,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-05-20,R775146,Soda,Beverages,22,3.0,66.0,22.0
2026-05-20,R907425,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-05-20,R633134,Chips,Snacks,6,4.0,24.0,15.0
2026-05-20,R702785,Milk,Dairy,25,1.8,45.0,30.0
2026-05-20,R204982,Frozen Pizza,Frozen,9,5.5,49.5,27.0
2026-05-20,R518852,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-20,R129120,Chips,Snacks,9,4.0,36.0,22.5
2026-05-20,R305018,Spices,Pantry,2,3.5,7.0,2.0
2026-05-20,R938539,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-05-20,R696268,Soda,Beverages,25,3.0,75.0,25.0
2026-05-20,R724822,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-05-20,R130358,Cereal,Breakfast,7,4.5,31.5,14.0
2026-05-20,R593793,Milk,Dairy,19,1.8,34.2,22.8
2026-05-20,R350662,Soda,Beverages,20,3.0,60.0,20.0
2026-05-21,R277594,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-21,R780026,Spices,Pantry,9,3.5,31.5,9.0
2026-05-21,R215943,Cereal,Breakfast,3,4.5,13.5,6.0
2026-05-21,R649829,Chips,Snacks,3,4.0,12.0,7.5
2026-05-21,R338598,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-21,R846135,Cereal,Breakfast,7,4.5,31.5,14.0
2026-05-21,R909189,Cooking Oil,Pantry,6,6.0,36.0,27.0
2026-05-21,R633982,Soda,Beverages,19,3.0,57.0,19.0
2026-05-21,R182156,Chips,Snacks,10,4.0,40.0,25.0
2026-05-21,R473107,Cereal,Breakfast,6,4.5,27.0,12.0
2026-05-21,R518620,Chips,Snacks,9,4.0,36.0,22.5
2026-05-21,R368408,Cereal,Breakfast,3,4.5,13.5,6.0
2026-05-21,R995235,Milk,Dairy,22,1.8,39.6,26.4
2026-05-21,R350253,Bread,Bakery,7,2.5,17.5,7.0
2026-05-21,R293705,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-05-21,R623747,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-05-21,R532478,Milk,Dairy,8,1.8,14.4,9.6
2026-05-21,R420127,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-05-21,R859078,Soda,Beverages,10,3.0,30.0,10.0
2026-05-21,R413964,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-05-21,R714120,Milk,Dairy,6,1.8,10.8,7.2
2026-05-21,R428556,Frozen Pizza,Frozen,9,5.5,49.5,27.0
2026-05-21,R450816,Cereal,Breakfast,10,4.5,45.0,20.0
2026-05-21,R125663,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-05-21,R563634,Cereal,Breakfast,8,4.5,36.0,16.0
2026-05-21,R381286,Milk,Dairy,10,1.8,18.0,12.0
2026-05-21,R380298,Spices,Pantry,6,3.5,21.0,6.0
2026-05-21,R633454,Chips,Snacks,6,4.0,24.0,15.0
2026-05-21,R254291,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-05-21,R908580,Bread,Bakery,27,2.5,67.5,27.0
2026-05-21,R759496,Spices,Pantry,10,3.5,35.0,10.0
2026-05-21,R951641,Cereal,Breakfast,2,4.5,9.0,4.0
2026-05-21,R628961,Spices,Pantry,9,3.5,31.5,9.0
2026-05-21,R810717,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-05-21,R650217,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-21,R702389,Spices,Pantry,5,3.5,17.5,5.0
2026-05-21,R418478,Soda,Beverages,27,3.0,81.0,27.0
2026-05-21,R786938,Soda,Beverages,26,3.0,78.0,26.0
2026-05-21,R191291,Cooking Oil,Pantry,3,6.0,18.0,13.5
2026-05-21,R296619,Soda,Beverages,25,3.0,75.0,25.0
2026-05-21,R711507,Cereal,Breakfast,4,4.5,18.0,8.0
2026-05-21,R960132,Chips,Snacks,10,4.0,40.0,25.0
2026-05-21,R656520,Soda,Beverages,21,3.0,63.0,21.0
2026-05-21,R611876,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-05-21,R311730,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-05-21,R430562,Milk,Dairy,12,1.8,21.6,14.4
2026-05-21,R464550,Bread,Bakery,12,2.5,30.0,12.0
2026-05-21,R359614,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-05-21,R128112,Chips,Snacks,7,4.0,28.0,17.5
2026-05-21,R654837,Chips,Snacks,9,4.0,36.0,22.5
2026-05-21,R337496,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-05-21,R128662,Bread,Bakery,13,2.5,32.5,13.0
2026-05-21,R209682,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-05-21,R624959,Spices,Pantry,10,3.5,35.0,10.0
2026-05-21,R515734,Cooking Oil,Pantry,10,6.0,60.0,45.0
2026-05-21,R205862,Cereal,Breakfast,5,4.5,22.5,10.0
2026-05-21,R510496,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-21,R530080,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-05-21,R803483,Chips,Snacks,5,4.0,20.0,12.5
2026-05-21,R407153,Bread,Bakery,12,2.5,30.0,12.0
2026-05-21,R506184,Spices,Pantry,6,3.5,21.0,6.0
2026-05-21,R238754,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-05-21,R683131,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-05-21,R535537,Bread,Bakery,25,2.5,62.5,25.0
2026-05-21,R375852,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-05-21,R305622,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-05-21,R405703,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-21,R555126,Chips,Snacks,2,4.0,8.0,5.0
2026-05-21,R921260,Spices,Pantry,2,3.5,7.0,2.0
2026-05-21,R875804,Chips,Snacks,7,4.0,28.0,17.5
2026-05-21,R380047,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-05-21,R572019,Milk,Dairy,17,1.8,30.6,20.4
2026-05-21,R752238,Soda,Beverages,6,3.0,18.0,6.0
2026-05-21,R690719,Bread,Bakery,18,2.5,45.0,18.0
2026-05-21,R278158,Milk,Dairy,9,1.8,16.2,10.8
2026-05-21,R743385,Milk,Dairy,22,1.8,39.6,26.4
2026-05-21,R323320,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-05-21,R328103,Soda,Beverages,18,3.0,54.0,18.0
2026-05-21,R188440,Milk,Dairy,5,1.8,9.0,6.0
2026-05-21,R685704,Chips,Snacks,10,4.0,40.0,25.0
2026-05-21,R815763,Bread,Bakery,22,2.5,55.0,22.0
2026-05-21,R731705,Cereal,Breakfast,4,4.5,18.0,8.0
2026-05-21,R279833,Cereal,Breakfast,8,4.5,36.0,16.0
2026-05-21,R303862,Spices,Pantry,4,3.5,14.0,4.0
2026-05-21,R209813,Milk,Dairy,23,1.8,41.4,27.6
2026-05-21,R521117,Soda,Beverages,10,3.0,30.0,10.0
2026-05-21,R470515,Cereal,Breakfast,9,4.5,40.5,18.0
2026-05-21,R332561,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-05-21,R595208,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-05-21,R599799,Chips,Snacks,7,4.0,28.0,17.5
2026-05-21,R617483,Spices,Pantry,10,3.5,35.0,10.0
2026-05-21,R946632,Chips,Snacks,6,4.0,24.0,15.0
2026-05-21,R842965,Cereal,Breakfast,10,4.5,45.0,20.0
2026-05-21,R744213,Spices,Pantry,5,3.5,17.5,5.0
