WHOLESALE SALES REPORT,,,,,,,,,,
Period: Jan-Jun 2026,,,,,,,,,,
,,,,,,,,,,
Date,Invoice #,Customer Name,Product,Qty,Unit Price,Amount,Cost,,Notes,Amount
08.03.2026,INV-763874,bigbuy distribution,Standard  Widget,81,55.98,4534.38,"3,426.08",,null,4534.38
08/03/2026,INV-480443,BigBuy Distribution,Standard Widget,154,204.05,31 423.70,"25.300,07",,,31 423.70
2026/03/08,INV-834480,Bigbuy Distribution,Budget Widget,47,263.28,"12,374.16",8122.91,,,"12,374.16"
09.03.2026,INV-155432,BigBuy Distribution,Budget Widget,165,47.74,7 877.10,"£4,820.71",,,7 877.10
09/03/2026,INV-420509,superstore inc,Budget Widget,183,190.44,34850.52,27 068.28,,rush order,34850.52
03/09/2026,INV-602955,BigBuy Distribution,Gadget Pro,33,197.71,"6,524.43",4039.75,,-,"6,524.43"
03/09/2026,INV-807287,MegaMart Corp,Gadget Pro,113,23.89,2699.57,1748.1,,,2699.57
09.03.2026,INV-377611,SuperStore Inc,Gadget Lite,54,41.03,2 215.62,"1,794.32",,rush order,2 215.62
03/09/26,INV-582716,MegaMart Corp,Standard Widget,198,196.73,38952.54,27204.66,,,38952.54
09.03.2026,INV-337078,BigBuy Distribution,Budget Widget,100,50.01,5 001.00,"3,437.84",,,5 001.00
09 Mar 2026,INV-880060,Small Dealer Co ,Gadget Pro,105,103.8,NULL,"£7,706.52",,,NULL
09/03/2026,INV-931219,MegaMart Corp,Budget Widget,51,206.54,"10,533.54 TRY","£8,817.56",,,"10,533.54 TRY"
03/09/2026,INV-361584,SuperStore Inc,Premium Widget ,49,116.35,5701.15,"3,440.14",,,5701.15
2026-03-09,INV-387164,MegaMart Corp,Budget  Widget,77,298.39,22976.03,"€15,206.42",,VIP,22976.03
2026-03-09,INV-419071,SuperStore Inc,Standard Widget,119,24.95,2969.05,1929.62,,,2969.05
10/03/2026,INV-201593,BigBuy Distribution,Budget Widget,81,284.04,23007.2%,"17,897.25 EUR",,,23007.2%
nan,INV-957115,SuperStore Inc,Premium Widget,94,120.96,11370.24,"9,124.72",,VIP,11370.24
2026/03/10,INV-570267,SuperStore Inc,Standard Widget,190,144.82,"27,515.80 USD",17188.0,,none,"27,515.80 USD"
10/03/26,INV-638430,Small Dealer Co,Premium Widget,27,155.19,NA,3062.74,,,NA
11-03-2026,INV-410759,Small Dealer Co,STANDARD WIDGET,140,127.56,"17.858,40",14194.63,,n/a,"17.858,40"
NONE,INV-763416,MegaMart  Corp,budget widget,53,82.7,4383.1,3214.53,,VIP,4383.1
2026-03-11,INV-663492,BigBuy Distribution,Gadget Lite,93,43.31,NONE,3127.07,,,NONE
11-03-2026,INV-865263,MegaMart Corp,Gadget Lite,194,228.82,44391.08,30873.79,,,44391.08
"Mar 12, 2026",INV-776456,SuperStore Inc ,  Budget Widget  ,132,46.23,"£6,102.36","€3,938.33",,VIP,"£6,102.36"
03/12/26,INV-114152,MegaMart Corp,Gadget Pro,195,167.5,32662.5,NULL,,rush order,32662.5
12.03.2026,INV-757966,MegaMart Corp,Premium Widget,148,226.12,33465.76,22910.57,,,33465.76
12 Mar 2026,INV-820126,  MegaMart Corp  ,Gadget Lite,15,250.98,3764.7,2355.59,,rush order,3764.7
12 Mar 2026,INV-257517,Small Dealer Co,Premium Widget,53,297.42,15763.26,"10,342.76",,,15763.26
"Mar 12, 2026",INV-856383,BigBuy Distribution,Budget Widget,99,265.11,"26,245.89",17526.31,,,"26,245.89"
12-03-2026,INV-501798,MegaMart Corp,Gadget Pro,38,181.8,6 908.40,"5,802.34 EUR",,,6 908.40
03/12/2026,INV-215507,Small Dealer Co,Gadget Pro,147,169.46,24910.62,,,NONE,24910.62
12/03/2026,INV-829578,BigBuy Distribution,PREMIUM WIDGET,102,257.65,26280.3,21462.94,,,26280.3
13/03/26,INV-832497,MegaMart Corp,Gadget Pro,188,290.18,-,"$37,801.50",,,-
13.03.2026,INV-699853,Small Dealer Co,Budget Widget,115,222.32,25566.8,18177.83,,,25566.8
"Mar 13, 2026",INV-600607,BigBuy Distribution,Gadget Lite,191,83.65,15977.15,"13.306,77",,VIP,15977.15
2026-03-13,INV-893270,Small Dealer Co,Budget Widget,107,66.15,none,5668.35,,VIP,none
13.03.2026,INV-517476,SuperStore Inc,Budget Widget,151,76.48,NONE,9611.81,,,NONE
03/14/2026,INV-815520,BigBuy Distribution,Standard Widget,110,223.19,24550.9,-,,,24550.9
2026/03/14,INV-569217,MegaMart Corp,Gadget Pro,170,46.12,7840.4,6112.5,,NA,7840.4
2026-03-14,INV-249550,BigBuy Distribution,Standard Widget,84,120.89,10154.76,"8.265,85",,,10154.76
"Mar 14, 2026",INV-781880,MegaMart Corp,budget widget,137,46.35,6349.95,"4,307.99",,rush order,6349.95
14.03.2026,INV-815711,Megamart Corp,Standard Widget,155,156.71,24290.05,16781.2%,,,24290.05
14/03/26,INV-958038,MegaMart Corp,Premium Widget,199,241.37,"₺48,032.63",37222.23,,,"₺48,032.63"
2026-03-14,INV-671559,MegaMart Corp,Gadget Pro,31,70.48,2 184.88,1370.1%,,VIP,2 184.88
03/14/2026,INV-187651,  Small Dealer Co  ,Standard Widget,47,199.26,9365.2%,6368.79,,,9365.2%
14.03.2026,INV-272525,MegaMart Corp,Standard Widget,80,133.42,10673.6,7200.24,,,10673.6
2026/03/14,INV-114875,BigBuy Distribution,Standard Widget,117,154.86,18 118.62,13296.83,,,18 118.62
NULL,INV-540586,Small Dealer Co,Standard Widget,47,159.84,7512.48,5101.74,,VIP,7512.48
2026/03/15,INV-469320,Small Dealer Co,Standard Widget,65,117.46,7634.9%,"6,398.77",,,7634.9%
15/03/2026,INV-193992,Small Dealer Co,Gadget Lite,143,292.74,"₺41,861.82",28 631.67,,VIP,"₺41,861.82"
15-03-2026,INV-997940,Small Dealer Co,Premium Widget,36,158.99,5723.64,4509.84,,--,5723.64
15.03.2026,INV-422328,MegaMart Corp,Gadget Pro,99,290.93,28802.07,23862.73,,rush order,28802.07
15 Mar 2026,INV-302019,SUPERSTORE INC,Gadget Pro,11,272.05,2992.55,2105.68,,,2992.55
03/15/26,INV-922378,Small  Dealer  Co,Gadget Lite,23,244.37,5620.51,4184.3%,,null,5620.51
null,INV-575745,BigBuy Distribution,Gadget Pro,151,64.53,9744.03,6631.8,,,9744.03
03/15/26,INV-208442,SuperStore Inc ,Budget Widget ,71,202.71,14392.41,"9,433.34",,,14392.41
15/03/2026,INV-320511,SMALL DEALER CO,Premium Widget,162,54.35,8804.7,5595.02,,VIP,8804.7
03/15/26,INV-673028,small dealer co,GADGET PRO,90,197.39,17765.1,12661.54,,,17765.1
15/03/2026,INV-863094,SuperStore Inc,Premium Widget,143,227.68,32558.24,27076.92,,,32558.24
16/03/2026,INV-711999,BigBuy Distribution,Budget Widget,133,75.79,"10,080.07 EUR",6279.81,,rush order,"10,080.07 EUR"
16/03/2026,INV-571233,BigBuy Distribution,Gadget Lite,52,242.35,"12,602.20",10566.2,,,"12,602.20"
16/03/2026,INV-325636,MegaMart Corp,Standard Widget,140,90.86,12720.4,8935.47,,,12720.4
16.03.2026,INV-851058,BigBuy Distribution,budget widget,47,238.26,11198.2%,7061.33,,,11198.2%
03/16/26,INV-501455,MegaMart Corp,Gadget Lite,156,269.95,"42.112,20","29,707.53 EUR",,,"42.112,20"
2026/03/17,INV-519791,MegaMart Corp,Gadget Lite,82,24.99,--,1630.79,,rush order,--
,INV-245473,BigBuy Distribution,Premium Widget,136,191.45,26037.2,18182.61,,,26037.2
17/03/2026,INV-376537,BigBuy  Distribution,Premium Widget,186,222.79,41438.94,27208.2,,,41438.94
17-03-2026,INV-705956,Small Dealer Co,budget widget,79,215.63,17034.77,14159.55,,VIP,17034.77
2026-03-17,INV-322796,small dealer co,Gadget Pro,81,110.14,8921.34,"6.982,88",,VIP,8921.34
17/03/2026,INV-236378,SUPERSTORE INC,Premium Widget,129,249.18,32144.22,20796.65,,,32144.22
"Mar 18, 2026",INV-296114,Small Dealer Co,budget widget,125,263.0,"32,875.00",23945.03,,VIP,"32,875.00"
18 Mar 2026,INV-303352,  MegaMart Corp  ,Budget Widget,131,205.33,26 898.23,19182.75,,,26 898.23
18/03/26,INV-205939,SuperStore Inc,Budget Widget,113,69.46,7848.98,5250.82,,rush order,7848.98
18/03/2026,INV-294069,SuperStore Inc,Budget Widget ,168,215.86,36264.48,"25.426,47",,rush order,36264.48
18/03/2026,INV-279018,small dealer co,Gadget Lite,199,105.49,--,17353.81,,,--
2026/03/18,INV-574602,BigBuy Distribution,Premium Widget,131,183.28,24009.68,17336.83,,VIP,24009.68
19-03-2026,INV-705640,bigbuy distribution,Budget Widget,179,156.22,"27,963.38 USD",19324.72,,,"27,963.38 USD"
2026/03/19,INV-447283,BigBuy Distribution,Gadget Pro,62,228.42,14162.04,9183.52,,,14162.04
03/19/2026,INV-588969,Small Dealer Co,Gadget Pro,80,106.61,8528.8,"5,204.91 TRY",,,8528.8
null,INV-467230,BigBuy Distribution,standard widget,169,176.28,29791.32,"19,085.86",,,29791.32
19/03/2026,INV-373951,SuperStore Inc,Budget Widget,32,219.7,7030.4,4468.95,,,7030.4
19 Mar 2026,INV-920411,BigBuy Distribution,Budget Widget,54,177.89,9606.06,"₺7,394.08",,,9606.06
03/19/2026,INV-745092,MegaMart Corp,Gadget Pro,45,167.44,7534.8%,5 828.42,,,7534.8%
19/03/2026,INV-449682,SuperStore Inc,Budget Widget,158,163.42,25 820.36,16313.79,,VIP,25 820.36
03/19/2026,INV-415508,MegaMart Corp,  Gadget Lite  ,84,178.32,14978.88,11573.41,,,14978.88
"Mar 19, 2026",INV-292984,MEGAMART CORP,Budget Widget,134,194.63,"26,080.42","16,956.84",,VIP,"26,080.42"
20/03/2026,INV-717363,BigBuy Distribution,Gadget Lite,166,210.77,34987.82,"28.509,07",,,34987.82
NONE,INV-246070,BigBuy Distribution,Gadget Pro,180,97.05,17469.0,none,,,17469.0
03/20/2026,INV-391860,Small Dealer Co,Gadget Pro,80,22.55,1 804.00,1153.8,,,1 804.00
03/20/26,INV-465004,Small Dealer Co,Budget Widget,27,276.52,7466.04,5683.77,,,7466.04
03/20/2026,INV-863534,Small Dealer Co,Gadget Lite,27,32.58,879.66 EUR,715.17,,VIP,879.66 EUR
20.03.2026,INV-614958,Small  Dealer  Co,Gadget Pro ,26,37.34,970.84,643.3,,nan,970.84
03/21/26,INV-673131,SuperStore Inc,Budget Widget,61,227.8,13895.8,9845.39,,,13895.8
"Mar 21, 2026",INV-548278,BigBuy Distribution,Premium Widget,57,211.06,"12.030,42",10098.77,,,"12.030,42"
21/03/2026,INV-660383,MegaMart Corp,Gadget Pro,155,41.88,6491.4%,"5,164.54",,,6491.4%
21-03-2026,INV-450791,SuperStore Inc,Gadget  Lite,142,280.91,39889.22,28920.15,,,39889.22
21 Mar 2026,INV-727203,SuperStore Inc,Premium Widget,62,173.18,10737.16,"8,412.22",,,10737.16
2026-03-21,INV-911192,MegaMart Corp,Gadget Lite,151,154.06,23263.06,14710.77,,,23263.06
2026/03/21,INV-557729,Small Dealer Co,Standard Widget,184,211.41,"₺38,899.44",23515.63,,,"₺38,899.44"
03/21/2026,INV-559859,SuperStore Inc,Premium Widget,69,45.76,3157.44,1902.4,,,3157.44
2026/03/21,INV-330987,BigBuy Distribution,Standard Widget,21,107.96,2 267.16,"1,701.74",,,2 267.16
21/03/26,INV-341734,BigBuy Distribution,Gadget Pro,103,238.46,"24,561.38",16 534.01,,,"24,561.38"
22/03/2026,INV-162621,SUPERSTORE INC,Gadget Lite,41,124.27,5095.07,"4,096.92",,,5095.07
22.03.2026,INV-949602,Small Dealer Co,Budget Widget,136,25.28,NONE,2391.69,,,NONE
22/03/26,INV-586017,SuperStore Inc,Gadget Lite,17,115.46,1962.82,1584.6,,rush order,1962.82
22.03.2026,INV-920433,BigBuy Distribution,Gadget Pro,51,288.89,"14,733.39","10.561,38",,rush order,"14,733.39"
22/03/2026,INV-389874,MegaMart Corp,Gadget Lite,41,105.93,4343.13,"3,323.34 USD",,,4343.13
03/22/26,INV-432749,BigBuy Distribution,Gadget Lite,26,143.32,"€3,726.32",2476.15,,null,"€3,726.32"
22-03-2026,INV-313953,SuperStore Inc,Premium Widget ,25,286.48,7162.0,6073.32,,VIP,7162.0
2026-03-23,INV-405002,BigBuy Distribution,gadget lite,184,136.47,25110.48,19 095.81,,,25110.48
23/03/2026,INV-181066,MegaMart Corp,Standard Widget,37,190.53,7049.61,5653.85,,,7049.61
2026/03/23,INV-342106,Small Dealer Co,Standard Widget,147,225.25,33111.75,26883.39,,,33111.75
03/23/2026,INV-663731,BigBuy Distribution,Gadget Pro,39,214.06,"8,348.34",5937.77,,,"8,348.34"
23 Mar 2026,INV-376169,small dealer co,Standard Widget,182,183.73,33 438.86,"₺21,218.13",,,33 438.86
23/03/2026,INV-453169,Small Dealer Co,GADGET LITE,200,48.28,9656.0,7 892.47,,,9656.0
2026-03-23,INV-722385,MegaMart Corp,Budget Widget,194,32.67,"6,337.98 TRY",4973.33,,null,"6,337.98 TRY"
03/23/26,INV-632915,BigBuy Distribution,Gadget Lite,182,201.83,36733.06,25523.73,,NA,36733.06
03/24/2026,INV-224309,BigBuy Distribution ,Budget Widget,108,109.2,11793.6,7602.2,,VIP,11793.6
,INV-666052,bigbuy distribution,Budget Widget,134,142.9,19148.6,15727.46,,,19148.6
"Mar 24, 2026",INV-375834,SuperStore Inc,  Gadget Lite  ,11,156.74,"1,724.14 TRY","1,388.97 EUR",,,"1,724.14 TRY"
2026-03-24,INV-554429,SuperStore Inc,Premium Widget ,81,224.86,"18,213.66",11458.5%,,,"18,213.66"
03/24/2026,INV-869194,BigBuy Distribution,Premium  Widget,58,255.6,14824.8,11 345.16,,,14824.8
03/24/26,INV-498763,BigBuy Distribution,Gadget Pro,43,75.6,3250.8,"2,662.29",,,3250.8
24.03.2026,INV-201222,SuperStore Inc,Gadget Lite,173,117.64,20351.72,14909.98,,,20351.72
24-03-2026,INV-130369,Megamart Corp,Standard Widget,83,137.49,11411.67,8122.75,,,11411.67
2026-03-24,INV-423496,BigBuy Distribution,Budget Widget,139,80.23,11152.0%,"9,063.73 EUR",,,11152.0%
25/03/26,INV-166547,SuperStore Inc,  Gadget Pro  ,156,265.17,-,30363.16,,,-
25/03/26,INV-207500,SuperStore Inc,Premium Widget,102,169.93,17332.86,"£14,668.87",,,17332.86
25/03/26,INV-857190,Small  Dealer  Co,Gadget Lite,134,31.84,"4,266.56",2861.89,,VIP,"4,266.56"
25/03/2026,INV-377107,MegaMart Corp,  Gadget Pro  ,13,227.94,2963.22,"2,179.22",,rush order,2963.22
2026-03-25,INV-516650,Small Dealer Co,Gadget Lite,106,101.55,"10.764,30","6,709.02 TRY",,,"10.764,30"
"Mar 25, 2026",INV-648830,Small Dealer Co,Standard  Widget,104,153.51,15965.04,"€10,013.87",,,15965.04
25/03/26,INV-624094,SuperStore Inc,Gadget Lite,25,234.87,5871.8%,3893.01,,NULL,5871.8%
25/03/2026,INV-274270,SuperStore Inc,Budget Widget,92,149.18,13724.56,9891.96,,,13724.56
03/25/26,INV-489684,Small Dealer Co ,Standard Widget,39,30.94,1 206.66,851.96,,rush order,1 206.66
"Mar 25, 2026",INV-110298,SuperStore Inc,Gadget Lite,46,101.26,"4,657.96","3.592,48",,,"4,657.96"
26-03-2026,INV-387918,SuperStore  Inc,Gadget  Pro,48,151.74,"7,283.52 EUR","6,178.81 TRY",,,"7,283.52 EUR"
03/26/26,INV-207292,Small Dealer Co,Budget Widget,159,224.21,35649.39,24662.91,,rush order,35649.39
03/26/26,INV-253607,Small Dealer Co,Standard Widget,94,181.18,17030.92,NULL,,VIP,17030.92
"Mar 26, 2026",INV-472235,SuperStore Inc,  Standard Widget  ,131,264.89,34700.59,"23,625.36 EUR",,,34700.59
26 Mar 2026,INV-783768,BIGBUY DISTRIBUTION,Budget Widget,145,41.9,6075.5,4564.8,,VIP,6075.5
2026/03/26,INV-366086,SuperStore Inc,Budget Widget,16,262.52,"4.200,32","$3,418.40",,rush order,"4.200,32"
"Mar 26, 2026",INV-614117,MegaMart Corp,Gadget Lite,165,96.45,15914.25,12123.55,,,15914.25
2026-03-26,INV-429500,Small Dealer Co,Standard Widget,175,230.16,40278.0,32297.22,,,40278.0
nan,INV-522757,BigBuy Distribution,Gadget Lite,59,203.43,12002.37,9414.22,,NONE,12002.37
2026/03/27,INV-223432,megamart corp,Gadget Pro,26,74.02,"1.924,52",1520.99,,rush order,"1.924,52"
27-03-2026,INV-422733,Small Dealer Co,Budget Widget,155,254.11,"39,387.05",24479.99,,,"39,387.05"
03/27/26,INV-481276,SUPERSTORE INC,Standard Widget,89,34.93,"3.108,77","2.413,89",,VIP,"3.108,77"
28/03/26,INV-678406,Small Dealer Co,Gadget Lite,171,212.37,"36.315,27",23336.87,,,"36.315,27"
2026-03-28,INV-438031,MegaMart Corp,Budget Widget,141,236.55,33353.55,22165.22,,,33353.55
"Mar 28, 2026",INV-974613,BigBuy Distribution,Premium Widget,12,64.45,NA,555.98 TRY,,,NA
03/28/26,INV-520216,BigBuy Distribution,Standard Widget,195,124.5,24277.5,16617.21,,,24277.5
03/28/2026,INV-940422,MegaMart Corp,Gadget Lite,51,163.42,8334.42,"€6,922.47",,rush order,8334.42
null,INV-461456,SMALL DEALER CO,Budget Widget,111,66.3,"7.359,30",4417.13,,,"7.359,30"
28.03.2026,INV-959613,Small Dealer Co,Premium Widget,150,212.3,31845.0,24670.16,,,31845.0
28-03-2026,INV-146397,Small Dealer Co,Gadget Pro,146,40.06,NA,4223.3%,,,NA
"Mar 29, 2026",INV-945392,Small Dealer Co,Budget Widget,33,115.08,3797.64,"2,899.54",,nan,3797.64
29.03.2026,INV-878111,BigBuy Distribution,Premium Widget,185,225.15,"₺41,652.75",31821.33,,,"₺41,652.75"
03/29/26,INV-862974,Small Dealer Co,Premium Widget,138,124.39,"₺17,165.82",12331.7,,rush order,"₺17,165.82"
2026-03-29,INV-568472,Small Dealer Co,Gadget Pro,22,150.13,3302.9%,none,,rush order,3302.9%
03/29/26,INV-355958,BigBuy Distribution,Budget Widget,172,29.97,"$5,154.84",3236.83,,,"$5,154.84"
29.03.2026,INV-856646,Small  Dealer  Co,Gadget Lite,20,41.43,828.6,574.38,,,828.6
03/30/2026,INV-390302,MegaMart Corp,Gadget Pro,59,179.85,10611.15,9006.0,,rush order,10611.15
30-03-2026,INV-118950,MegaMart Corp,Gadget Lite,164,131.63,21 587.32,13930.62,,,21 587.32
03/30/2026,INV-584387,SuperStore Inc,Budget Widget,26,191.19,4970.9%,3887.48,,,4970.9%
2026/03/30,INV-573431,SuperStore Inc,Gadget Pro,146,215.36,31442.56,"24,155.64 TRY",,,31442.56
03/31/26,INV-990941,SuperStore Inc,Premium Widget,169,183.78,31058.82,23482.53,,-,31058.82
31.03.2026,INV-434918,MegaMart Corp,PREMIUM WIDGET,111,81.13,9005.43,7636.9,,,9005.43
03/31/2026,INV-519487,MegaMart Corp,Budget Widget,180,267.73,48191.4,40 483.66,,,48191.4
03/31/26,INV-698301,MegaMart Corp,Budget Widget,146,252.36,36 844.56,29134.24,,null,36 844.56
31-03-2026,INV-283722,MegaMart Corp,Gadget Pro,93,190.75,17739.75,11 382.08,,,17739.75
03/31/2026,INV-356757,  SuperStore Inc  ,Gadget Pro,92,57.14,"5,256.88 USD",3239.31,,,"5,256.88 USD"
"Mar 31, 2026",INV-604163,MegaMart Corp,Gadget Pro,11,229.61,2 525.71,1 946.07,,NA,2 525.71
2026/03/31,INV-532949,Bigbuy Distribution,Premium Widget,111,251.93,27964.23,21848.11,,VIP,27964.23
03/31/26,INV-137480,SuperStore  Inc,Budget Widget,72,242.75,"17,478.00 USD",11404.77,,rush order,"17,478.00 USD"
31.03.2026,INV-767693,SuperStore Inc,Standard Widget,143,100.76,"£14,408.68","9,441.37 TRY",,rush order,"£14,408.68"
01/04/26,INV-429563,SuperStore  Inc,Premium Widget,159,104.83,16667.97,12435.28,,,16667.97
2026/04/01,INV-623019,  BigBuy Distribution  ,Gadget Lite,106,262.31,27 804.86,"20,055.96",,VIP,27 804.86
2026-04-01,INV-568328,MegaMart Corp,Gadget  Pro,144,271.48,39093.1%,30701.57,,VIP,39093.1%
2026-04-01,INV-317822,SuperStore Inc,Gadget Lite,72,91.7,"6,602.40 USD","5,181.95",,,"6,602.40 USD"
01.04.2026,INV-696985,SuperStore Inc ,Standard Widget ,159,233.27,37089.93,"26,679.55",,,37089.93
2026/04/01,INV-631935,Small Dealer Co,Premium Widget,38,221.59,8420.42,5984.06,,,8420.42
02/04/26,INV-593361,bigbuy distribution,Gadget Lite,175,103.9,18182.5,14851.74,,,18182.5
02.04.2026,INV-739135,SuperStore Inc,Gadget Pro,55,38.36,"€2,109.80",1493.75,,NONE,"€2,109.80"
02.04.2026,INV-488802,SuperStore Inc,Standard Widget,92,63.79,5868.68,"4,645.64 TRY",,rush order,5868.68
04/02/2026,INV-579083,BigBuy Distribution,Standard Widget,95,223.48,21230.6,17139.63,,,21230.6
04/02/2026,INV-441293,MegaMart Corp ,Budget Widget,190,76.62,14 557.80,"11.144,19",,VIP,14 557.80
02/04/2026,INV-440310,Small Dealer Co,Gadget Pro,21,238.74,5 013.54,3497.02,,VIP,5 013.54
2026/04/02,INV-910237,SuperStore Inc,Gadget Pro,48,185.15,"8,887.20",6607.83,,,"8,887.20"
02/04/26,INV-491616,SuperStore Inc,Gadget  Pro,57,109.95,6267.15,4 117.02,,,6267.15
02/04/26,INV-987409,Small Dealer Co,Premium Widget,18,288.74,5197.3%,4252.81,,N/A,5197.3%
02 Apr 2026,INV-702656,Small  Dealer  Co,Premium Widget,166,202.05,"33,540.30 TRY",21724.8%,,,"33,540.30 TRY"
04/03/2026,INV-316157,Small Dealer Co ,Premium  Widget,14,22.39,313.46,213.34,,,313.46
03 Apr 2026,INV-384245,SuperStore Inc,Budget Widget,35,27.34,956.9,718.13,,,956.9
03/04/26,INV-706395,SuperStore Inc,Standard Widget,100,27.64,"2.764,00","2,264.85 EUR",,VIP,"2.764,00"
"Apr 03, 2026",INV-116929,MegaMart Corp,Gadget Lite,51,231.85,11824.35,"7.450,40",,rush order,11824.35
none,INV-865071,Small Dealer Co,Premium Widget,117,132.09,15454.53,"12,585.76",,,15454.53
04/03/2026,INV-643791,  MegaMart Corp  ,Budget  Widget,46,257.28,11834.88,"7.625,68",,,11834.88
2026-04-03,INV-870651,Superstore Inc,Standard Widget,103,266.14,27412.42,17197.12,,,27412.42
04/04/26,INV-948743,MegaMart Corp,Gadget Pro,148,125.57,"18.584,36","13,931.34",,,"18.584,36"
04/04/26,INV-236113,BigBuy  Distribution,Premium Widget,131,151.46,19841.26,16383.34,,,19841.26
04.04.2026,INV-896806,SuperStore Inc,Standard Widget,178,43.01,"7.655,78","4,774.89",,n/a,"7.655,78"
04-04-2026,INV-269748,BigBuy Distribution,Standard Widget,118,124.94,14742.92,9381.0,,,14742.92
04.04.2026,INV-787300,BigBuy Distribution,Gadget Pro,12,180.18,2162.16,1558.83,,,2162.16
05/04/26,INV-232359,BigBuy Distribution,Budget Widget,57,91.48,5214.36,4180.6,,,5214.36
05/04/26,INV-304344,SuperStore Inc,premium widget,127,252.42,32 057.34,20198.35,,,32 057.34
05/04/2026,INV-813447,SuperStore Inc,Standard Widget,14,75.63,1058.82,832.39,,,1058.82
05/04/26,INV-800574,SuperStore Inc,Standard Widget,193,62.57,12 076.01,10 090.09,,,12 076.01
05-04-2026,INV-360647,Superstore Inc,Budget Widget,197,191.67,37758.99,31710.71,,,37758.99
05/04/26,INV-426275,MegaMart Corp,Budget  Widget,67,289.74,19412.58,12988.07,,,19412.58
2026-04-05,INV-500033,MegaMart Corp,Gadget Lite,170,187.57,31886.9,20983.02,,rush order,31886.9
"Apr 05, 2026",INV-977353,MegaMart Corp,Budget Widget,170,150.63,25607.1,19109.16,,,25607.1
--,INV-354535,Small  Dealer  Co,Gadget Pro,24,198.66,4767.84,3891.95,,VIP,4767.84
05/04/2026,INV-901144,Small Dealer Co ,Gadget Lite,66,185.5,12 243.00,N/A,,VIP,12 243.00
2026-04-05,INV-326533,BigBuy Distribution,Standard Widget,158,208.33,32916.14,"27,187.00 EUR",,,32916.14
2026-04-06,INV-440275,MegaMart Corp,Standard Widget,171,284.87,48712.77,30430.92,,rush order,48712.77
06-04-2026,INV-431910,BigBuy Distribution,Gadget Pro,51,78.63,4010.1%,3178.84,,NONE,4010.1%
06/04/2026,INV-299008,MegaMart Corp,Budget Widget,194,45.32,8792.08,"6,167.79 EUR",,,8792.08
06/04/26,INV-470985,BigBuy Distribution,Gadget Lite,139,216.06,"30,032.34","22,227.58",,,"30,032.34"
06-04-2026,INV-357269,SuperStore Inc,Gadget Pro,108,49.02,n/a,"4.441,90",,,n/a
06 Apr 2026,INV-883068,Small Dealer Co,Standard Widget,175,247.23,"43,265.25 EUR",27531.59,,,"43,265.25 EUR"
06/04/26,INV-842762,BigBuy Distribution,  Budget Widget  ,77,140.77,"£10,839.29",7491.34,,VIP,"£10,839.29"
"Apr 06, 2026",INV-719774,BigBuy Distribution,Gadget Pro,36,246.03,8857.08,6651.87,,,8857.08
04/06/2026,INV-515494,MegaMart Corp,Gadget Pro,53,26.19,"$1,388.07",988.47,,,"$1,388.07"
2026-04-06,INV-846705,Small Dealer Co,Standard Widget,89,170.75,15196.75,11681.24,,,15196.75
06 Apr 2026,INV-830244,MegaMart Corp,Budget Widget,28,191.88,"€5,372.64","3,935.15 TRY",,,"€5,372.64"
2026-04-06,INV-735604,Superstore Inc,Gadget Pro,97,71.24,"£6,910.28","4.683,78",,VIP,"£6,910.28"
07-04-2026,INV-462018,MegaMart Corp,Gadget Lite,184,124.48,22 904.32,14707.5%,,,22 904.32
07.04.2026,INV-405587,SuperStore Inc,Premium Widget,163,124.77,20337.51,13102.08,,VIP,20337.51
07/04/2026,INV-801188,BigBuy Distribution,Premium Widget,184,70.52,12975.68,9467.34,,,12975.68
08/04/2026,INV-795743,BigBuy Distribution,Premium Widget,73,122.39,8934.47,5895.52,,VIP,8934.47
08.04.2026,INV-908287,Small Dealer Co ,Budget  Widget,149,200.1,29 814.90,"19,995.08 USD",,rush order,29 814.90
08/04/26,INV-154982,MegaMart Corp,Premium Widget,58,285.1,16535.8,none,,,16535.8
-,INV-316037,SuperStore Inc,GADGET PRO,140,123.83,17336.2,13432.01,,,17336.2
08.04.2026,INV-543380,BigBuy Distribution,Premium Widget,11,273.23,3 005.53,null,,,3 005.53
--,INV-235149,BigBuy Distribution,Gadget Lite,62,283.28,17 563.36,"13.406,71",,,17 563.36
08.04.2026,INV-213762,MegaMart Corp,  Standard Widget  ,173,52.03,"9,001.19",5758.34,,rush order,"9,001.19"
2026/04/08,INV-559390,Small Dealer Co,Premium Widget,61,286.06,"17,449.66",12889.85,,,"17,449.66"
08-04-2026,INV-775424,Small Dealer Co,Standard Widget,162,235.36,null,29195.59,,,null
2026/04/08,INV-159468,SMALL DEALER CO,Premium Widget,107,62.87,"6,727.09 USD",4527.0,,,"6,727.09 USD"
2026-04-08,INV-691018,MegaMart Corp,Premium Widget,114,165.05,,"11,371.56",,VIP,
04/09/2026,INV-576287,MegaMart Corp,Premium Widget,176,250.72,44126.72,"31.731,84",,,44126.72
04/09/2026,INV-980945,Bigbuy Distribution,Gadget Lite,67,60.43,4048.81,-,,,4048.81
04/09/26,INV-481068,SuperStore Inc,Budget Widget,113,137.92,15585.0%,10 978.54,,,15585.0%
"Apr 09, 2026",INV-124993,Small Dealer Co,Gadget Pro,105,200.32,21 033.60,"13.742,90",,,21 033.60
