RESTAURANT SALES REPORT,,,,,,,,,
La Bella Cucina,,,,,,,,,
Q1-Q2 2026,,,,,,,,,
,,,,,,,,,
Date,Order ID,Item Name,Category,Qty,Price,Amount,Cost,Waiter,Table
NONE,ORD-58009,Tiramisu,Desserts,3,8,24.00 USD,9,Sarah,n/a
"Mar 27, 2026",ORD-64963,French Fries,Sides,2,5,10,3.0,MARY,nan
03/27/26,ORD-66155,Pepperoni Pizza,Pizza,1,18,£18.00,6.00,sarah,T1
27-03-2026,ORD-37192,Soda,Drinks,2,3,-,1.0,,
03/27/26,ORD-95446,French Fries,Sides,2,5,"10,00",3.0,Sarah,t3
2026-03-27,ORD-28794,Caesar Salad,Salads,1,12,12,4,sarah,t3
27/03/26,ORD-54770,Beef Burger,Burgers,1,14,14,6,Sarah,T2
27 Mar 2026,ORD-37515,Tiramisu,Desserts,2,8,16,6.0%,Sarah,NONE
27/03/2026,ORD-93444,Margherita Pizza,Pizza,3,15,45,15,John,T2
03/27/26,ORD-46922,Beef Burger,Burgers,2,14,28,12.00,Sarah,T2
2026-03-27,ORD-90923,French Fries,Sides,1,5,$5.00,1.5,,T2
27.03.2026,ORD-69588,Margherita Pizza,Pizza,3,15,45,15.00,Sarah,T5
"Mar 27, 2026",ORD-97933,Beef Burger,Burgers,2,14,28,12,Sarah,T1
03/27/26,ORD-67754,margherita pizza,Pizza,2,15,30,10.00,,
27-03-2026,ORD-59893,Soda,Drinks,1,3,3,0.50,MARY,T5
2026/03/27,ORD-94336,French Fries,Sides,1,5,5,1.5,N/A,T1
27-03-2026,ORD-93396,Caesar Salad,Salads,3,12,36,12.0%,john,T5
27 Mar 2026,ORD-60085,Soda,Drinks,3,3,9.0%,1.50 USD,sarah,NONE
"Mar 27, 2026",ORD-35862,Soda,Drinks,1,3,"3,00",0.5,sarah,T5
27.03.2026,ORD-52830,Margherita Pizza,Pizza,2,15,30.0%,10.00,MARY,T5
27-03-2026,ORD-30549,Beef  Burger,Burgers,3,14,42,18.0%,John,T5
27/03/26,ORD-49047,Soda,Drinks,3,3,9,1.5,john,T2
03/27/2026,ORD-14575,Coffee,Drinks,1,4,4,1,john,T1
--,ORD-48803,French Fries,Sides,2,5,₺10.00,3.0,john,T1
27/03/26,ORD-73854,BRUSCHETTA,Appetizers,1,7,7.00 TRY,2.5,NONE,T5
27-03-2026,ORD-73843,Tiramisu,Desserts,1,8,8.00,NA,sarah,NULL
27-03-2026,ORD-91497,French Fries,Sides,3,5,15,4.5,john,T2
27/03/2026,ORD-16614,Caesar Salad,Salads,1,12,12,4.00,John,T1
03/27/26,ORD-76763,Caesar Salad,Salads,2,12,24.00,$8.00,MARY,T1
2026/03/27,ORD-17604,Margherita Pizza,Pizza,1,15,15,5.00,,T1
27/03/2026,ORD-96536,French Fries,Sides,3,5,15,4.50,Sarah,
03/27/26,ORD-76736,French Fries,Sides,3,5,15,4.5,MARY,T1
2026/03/27,ORD-69615,Caesar Salad,Salads,2,12,"24,00",8,,
28.03.2026,ORD-16962,Coffee,Drinks,3,4,12,3,Sarah,null
2026/03/28,ORD-49759,  Tiramisu  ,Desserts,2,8,16.00,6,John,t3
"Mar 28, 2026",ORD-40070,Caesar Salad,Salads,2,12,24.00,NA,John,t3
28-03-2026,ORD-29552,Chicken Wings,Appetizers,3,10,none,12,John,T2
28.03.2026,ORD-99880,Soda,Drinks,2,3,6,1.0,MARY,T2
28 Mar 2026,ORD-33902,  Chicken Wings  ,Appetizers,3,10,30.0%,12,John,T2
03/28/26,ORD-81841,Pepperoni Pizza,Pizza,3,18,54,18,John,T1
2026-03-28,ORD-77991,caesar salad,Salads,2,12,24.00,8,Sarah,T5
03/28/2026,ORD-43875,Chicken Wings,Appetizers,1,10,10.00,4,John,
2026-03-28,ORD-30316,Beef Burger,Burgers,2,14,28,12,MARY,T1
03/28/2026,ORD-54938,Chicken Wings,Appetizers,3,10,30,12.00,John,T1
2026/03/28,ORD-20520,Beef Burger,Burgers,1,14,"14,00",6,John,T2
28-03-2026,ORD-87759,Margherita Pizza,Pizza,2,15,30,"10,00",john,t3
2026/03/28,ORD-50552,French Fries,Sides,3,5,15,n/a,John,
28/03/26,ORD-28614,Tiramisu,Desserts,2,8,16,6,John,--
2026-03-28,ORD-87793,Margherita Pizza,Pizza,1,15,15.00,5,John,t3
2026/03/28,ORD-64290,Caesar Salad,Salads,1,12,"12,00",4.00,Sarah,T1
28/03/26,ORD-28745,Pepperoni Pizza,Pizza,1,18,18,6,MARY,T5
28/03/26,ORD-40788,Pepperoni Pizza,Pizza,3,18,54,18,-,T5
2026-03-28,ORD-40399,Beef Burger,Burgers,3,14,42.00,18.00 TRY,NONE,
28 Mar 2026,ORD-90250,Bruschetta,Appetizers,2,7,--,5.0,MARY,t3
2026/03/28,ORD-54108,Soda,Drinks,3,3,9,1.5,John,T2
28 Mar 2026,ORD-17805,Beef Burger,Burgers,2,14,28.00,12,sarah,
03/28/2026,ORD-50136,Tiramisu,Desserts,3,8,24,9,john,t3
28/03/2026,ORD-39659,Tiramisu,Desserts,1,8,8,3.0%,sarah,N/A
28/03/2026,ORD-95715,CAESAR SALAD,Salads,1,12,12,4,Sarah,T1
03/28/2026,ORD-16927,Margherita Pizza,Pizza,3,15,£45.00,15,Sarah,T5
null,ORD-72804,Caesar Salad,Salads,3,12,36,12,nan,
2026-03-28,ORD-48031,French Fries,Sides,3,5,$15.00,4.5,Sarah,T1
03/28/2026,ORD-28772,Beef Burger,Burgers,1,14,14,6.00,NA,T2
28/03/2026,ORD-85692,Beef Burger,Burgers,2,14,28,12.00,john,T5
28.03.2026,ORD-33187,Soda,Drinks,1,3,3,0.5,Sarah,t3
n/a,ORD-54894,French Fries,Sides,1,5,NULL,1.5,john,T5
28/03/2026,ORD-92705,Pepperoni Pizza,Pizza,1,18,"18,00",6,--,T1
03/28/26,ORD-96534,beef burger,Burgers,3,14,42,18,Sarah,T5
2026/03/28,ORD-26319,Bruschetta,Appetizers,2,7,14.00,5.0,MARY,NA
2026/03/28,ORD-98016,Soda,Drinks,2,3,6,1.0,John,T2
03/28/26,ORD-26840,Coffee,Drinks,2,4,8,2,Sarah,
28-03-2026,ORD-93863,Soda,Drinks,2,3,6.00,1.0,John,
2026-03-28,ORD-24561,Margherita Pizza,Pizza,1,15,₺15.00,5.00,,t3
03/28/2026,ORD-22572,Beef Burger,Burgers,2,14,28.00,"12,00",Sarah,null
28 Mar 2026,ORD-77163,French Fries,Sides,2,5,10,3.0,john,
29-03-2026,ORD-22411,  Margherita Pizza  ,Pizza,3,15,45,15,john,T2
03/29/2026,ORD-65375,Bruschetta ,Appetizers,2,7,14,5.0,John,T1
29.03.2026,ORD-35121,Soda,Drinks,1,3,£3.00,0.50,john,T1
29/03/2026,ORD-84183,Soda ,Drinks,1,3,"3,00",n/a,,T5
2026-03-29,ORD-27015,French Fries,Sides,1,5,5,1.5,sarah,t3
2026/03/29,ORD-75939,Pepperoni Pizza,Pizza,3,18,54,18,NULL,T5
03/29/2026,ORD-35754,French Fries,Sides,1,5,5,1.5,MARY,null
,ORD-14975,Margherita Pizza,Pizza,1,15,15,5,john,T5
2026/03/29,ORD-81526,Margherita Pizza,Pizza,3,15,45,15,MARY,N/A
03/29/26,ORD-31151,Chicken Wings,Appetizers,2,10,20,8,John,T2
29/03/26,ORD-39375,COFFEE,Drinks,2,4,8.00 EUR,$2.00,,none
29.03.2026,ORD-84646,Chicken Wings,Appetizers,3,10,30,12,MARY,N/A
29-03-2026,ORD-45688,Soda,Drinks,3,3,9,1.5,-,T1
2026/03/29,ORD-61767,Coffee,Drinks,2,4,8,2,John,T5
N/A,ORD-91983,Beef Burger,Burgers,3,14,42,18.00,,NA
03/29/2026,ORD-39622,Chicken Wings,Appetizers,3,10,30,12,Sarah,T5
29-03-2026,ORD-31046,Soda,Drinks,1,3,3.00,0.5,john,T5
2026-03-29,ORD-11775,Pepperoni Pizza ,Pizza,2,18,36,12,Sarah,
29.03.2026,ORD-93298,Caesar Salad,Salads,2,12,24,8,john,
29-03-2026,ORD-80372,Pepperoni Pizza,Pizza,3,18,54,18,,t3
03/29/26,ORD-58062,Soda,Drinks,2,3,6,1.0,john,t3
2026-03-29,ORD-20800,Pepperoni Pizza,Pizza,2,18,36,12,NULL,--
29/03/2026,ORD-65302,French Fries,Sides,3,5,15,4.5,Sarah,t3
29.03.2026,ORD-95171,Soda,Drinks,2,3,6,"1,00",,T5
2026/03/29,ORD-20269,french fries,Sides,2,5,10.00,3.00,,t3
29/03/2026,ORD-77140,Bruschetta,Appetizers,3,7,21,7.5,john,
29/03/26,ORD-90616,Bruschetta,Appetizers,2,7,"14,00",5.0,nan,t3
2026/03/29,ORD-45384,Bruschetta,Appetizers,2,7,14,5.00,john,N/A
29/03/2026,ORD-38416,Bruschetta,Appetizers,1,7,£7.00,2.5,MARY,t3
29.03.2026,ORD-43593,Chicken Wings,Appetizers,2,10,20,8,john,T5
03/29/26,ORD-94069,Pepperoni Pizza,Pizza,2,18,36,12.0%,sarah,t3
NULL,ORD-11327,Beef Burger,Burgers,1,14,14,NONE,n/a,t3
29 Mar 2026,ORD-53816,Margherita Pizza,Pizza,3,15,"45,00",15.00,John,T1
n/a,ORD-64868,Beef  Burger,Burgers,2,14,28,12,Sarah,T5
03/29/2026,ORD-17482,Chicken Wings ,Appetizers,2,10,20.00,8,John,
"Mar 29, 2026",ORD-45857,French Fries,Sides,2,5,10,3.00,john,NA
null,ORD-85185,Tiramisu,Desserts,2,8,16.00,£6.00,sarah,t3
2026-03-29,ORD-98353,Caesar Salad,Salads,1,12,12,4,sarah,NA
2026/03/29,ORD-73097,Chicken Wings,Appetizers,1,10,10.0%,4,,T2
03/29/26,ORD-54123,FRENCH FRIES,Sides,2,5,10,3.00,none,
29-03-2026,ORD-50350,BRUSCHETTA,Appetizers,2,7,"14,00",5.00,john,t3
29/03/26,ORD-88222,Soda,Drinks,1,3,3,0.5,n/a,
"Mar 29, 2026",ORD-88794,French Fries,Sides,1,5,5,1.50 USD,john,T1
--,ORD-87577,French Fries,Sides,2,5,10,3.0,MARY,t3
29 Mar 2026,ORD-30958,Tiramisu,Desserts,1,8,8,3,none,T1
NULL,ORD-17242,Chicken Wings,Appetizers,2,10,20,8,N/A,T2
29-03-2026,ORD-53934,Coffee,Drinks,1,4,4,1.00,Sarah,none
03/29/2026,ORD-59466,Chicken Wings,Appetizers,1,10,10,4.00 TRY,sarah,T2
03/29/2026,ORD-99701,Margherita Pizza,Pizza,2,15,30,10,John,T5
03/29/2026,ORD-25454,Coffee,Drinks,1,4,4,1.00,sarah,-
2026-03-29,ORD-97048,Coffee,Drinks,3,4,12,3.00,sarah,T2
"Mar 29, 2026",ORD-65764,French Fries,Sides,1,5,NONE,1.50,sarah,N/A
"Mar 29, 2026",ORD-83406,Caesar Salad,Salads,3,12,nan,12.0%,john,t3
"Mar 29, 2026",ORD-68730,Soda,Drinks,2,3,6,₺1.00,John,T2
29/03/26,ORD-49485,Pepperoni Pizza,Pizza,3,18,54,18.00,Sarah,
"Mar 29, 2026",ORD-21195,Caesar Salad,Salads,1,12,12,4.00,sarah,T5
n/a,ORD-91358,Pepperoni Pizza,Pizza,2,18,36,12.00,john,T1
03/29/26,ORD-30534,Margherita Pizza,Pizza,3,15,45.00,15.00,NA,
03/29/2026,ORD-51517,Caesar Salad,Salads,1,12,12,4,,T1
03/29/2026,ORD-21735,Caesar Salad,Salads,2,12,24,8,john,t3
29-03-2026,ORD-75781,French Fries,Sides,3,5,15.00,4.5,MARY,T2
29/03/26,ORD-31085,Coffee,Drinks,1,4,4,1.00 USD,,nan
30-03-2026,ORD-39071,Coffee,Drinks,1,4,4.00,1,MARY,T2
"Mar 30, 2026",ORD-50067,Soda,Drinks,3,3,9.0%,1.5,MARY,N/A
03/30/26,ORD-17463,Beef Burger,Burgers,1,14,14,6,sarah,T1
"Mar 30, 2026",ORD-19095,Tiramisu,Desserts,3,8,24.00,N/A,n/a,T1
03/30/2026,ORD-14241,Tiramisu,Desserts,3,8,24,9.00 EUR,john,T2
30-03-2026,ORD-86077,Chicken Wings,Appetizers,1,10,10.00,"4,00",MARY,
30.03.2026,ORD-19714,Soda,Drinks,3,3,9,1.50,,t3
30/03/26,ORD-74237,Pepperoni Pizza ,Pizza,2,18,36,"12,00",Sarah,t3
30-03-2026,ORD-58640,Chicken Wings,Appetizers,3,10,30.0%,12.00 USD,,
"Mar 30, 2026",ORD-46558,  Caesar Salad  ,Salads,2,12,24.00,8,MARY,NA
"Mar 30, 2026",ORD-73949,Coffee,Drinks,3,4,12,3,john,T1
03/30/26,ORD-50824,Bruschetta,Appetizers,2,7,"14,00",5.0,MARY,
30.03.2026,ORD-17528,Bruschetta,Appetizers,1,7,7,2.5,MARY,T2
2026/03/30,ORD-21811,Bruschetta,Appetizers,3,7,21,7.50 TRY,sarah,T1
03/30/2026,ORD-21255,Margherita Pizza,Pizza,2,15,30,10,sarah,T1
30-03-2026,ORD-61639,Pepperoni Pizza,Pizza,2,18,36,12,N/A,nan
2026-03-30,ORD-46799,Margherita Pizza,Pizza,2,15,30,10.00,john,
03/30/26,ORD-88500,Bruschetta,Appetizers,2,7,14,5.00,sarah,T1
30 Mar 2026,ORD-20453,Chicken Wings,Appetizers,1,10,10,4,N/A,n/a
30 Mar 2026,ORD-41600,Tiramisu,Desserts,2,8,16,6.00,Sarah,T1
03/30/26,ORD-22951,Soda,Drinks,1,3,3.00,$0.50,N/A,T2
2026/03/30,ORD-67882,Soda,Drinks,3,3,9.00 TRY,1.5,NULL,T1
30/03/2026,ORD-58343,Beef Burger,Burgers,3,14,42.00,18,,
03/30/26,ORD-41572,Beef Burger,Burgers,2,14,28.0%,12,MARY,T1
2026/03/30,ORD-26882,BEEF BURGER,Burgers,3,14,42,18,-,T5
2026/03/30,ORD-28545,Pepperoni Pizza,Pizza,3,18,54,18,--,T2
"Mar 30, 2026",ORD-74367,Tiramisu,Desserts,3,8,24,9,MARY,
30-03-2026,ORD-16051,Beef Burger,Burgers,3,14,42,18,sarah,null
30-03-2026,ORD-23733,Soda,Drinks,3,3,9,"1,50",sarah,t3
30.03.2026,ORD-69245,Coffee,Drinks,2,4,8,nan,sarah,T2
2026-03-30,ORD-66395,Margherita Pizza,Pizza,2,15,30,10,sarah,T2
03/30/2026,ORD-33411,COFFEE,Drinks,3,4,12.00,3,Sarah,T2
2026/03/30,ORD-50824,Beef Burger,Burgers,3,14,42,18,John,T2
30/03/2026,ORD-64306,Pepperoni Pizza,Pizza,2,18,36,12,John,T2
30.03.2026,ORD-34751,Chicken Wings,Appetizers,2,10,$20.00,8,MARY,T1
"Mar 30, 2026",ORD-79223,Coffee,Drinks,2,4,8,2.00 EUR,john,T2
30/03/26,ORD-10300,French Fries,Sides,2,5,10,3.0,John,T1
2026-03-30,ORD-30452,Chicken Wings,Appetizers,2,10,20.00,8,MARY,t3
30 Mar 2026,ORD-79253,Caesar Salad,Salads,3,12,36.0%,12,MARY,nan
2026-03-30,ORD-86354,French Fries,Sides,1,5,5,1.50 EUR,Sarah,T2
30 Mar 2026,ORD-31402,Margherita Pizza,Pizza,2,15,30,"10,00",John,t3
03/30/26,ORD-75068,French Fries,Sides,2,5,10,3.00,John,
"Mar 30, 2026",ORD-28030,Pepperoni Pizza,Pizza,1,18,18,6,MARY,T5
30/03/2026,ORD-59181,French Fries,Sides,2,5,NONE,3.0,sarah,T1
NONE,ORD-24742,Caesar Salad,Salads,3,12,36.00,12,MARY,t3
30-03-2026,ORD-35210,Chicken Wings,Appetizers,3,10,30.00,12,Sarah,T5
2026-03-30,ORD-45960,Margherita Pizza,Pizza,3,15,45.00,15,john,T2
2026/03/31,ORD-28881,Caesar Salad,Salads,2,12,$24.00,8,MARY,
03/31/2026,ORD-24396,Beef Burger,Burgers,2,14,28,12,john,T5
31/03/26,ORD-11988,Soda,Drinks,1,3,3,nan,john,T2
03/31/2026,ORD-79131,Caesar Salad,Salads,3,12,36,12.00 EUR,,NONE
31/03/2026,ORD-18732,Margherita Pizza ,Pizza,2,15,30.0%,10,NULL,T2
,ORD-12222,Tiramisu,Desserts,1,8,8,3,john,T1
31.03.2026,ORD-14407,Pepperoni  Pizza,Pizza,3,18,54,18.00,-,t3
31.03.2026,ORD-46241,Pepperoni Pizza,Pizza,2,18,36,null,Sarah,T5
31.03.2026,ORD-18575,bruschetta,Appetizers,3,7,21.00,7.5,Sarah,T1
31.03.2026,ORD-30815,Beef Burger,Burgers,3,14,42,18,sarah,-
31-03-2026,ORD-15867,Caesar Salad,Salads,1,12,12.00 TRY,4,MARY,T2
31/03/26,ORD-62001,Caesar Salad,Salads,3,12,36,null,Sarah,T5
31.03.2026,ORD-54098,Pepperoni Pizza,Pizza,1,18,18,6.00 EUR,null,T1
31/03/26,ORD-39402,French Fries,Sides,3,5,15,£4.50,sarah,
31 Mar 2026,ORD-15656,Tiramisu,Desserts,3,8,24,9,,
03/31/26,ORD-41021,Coffee,Drinks,1,4,4.00 TRY,1,,t3
"Mar 31, 2026",ORD-15316,Coffee,Drinks,1,4,"4,00",1,MARY,
31-03-2026,ORD-88415,Bruschetta,Appetizers,1,7,7,2.5,sarah,none
31.03.2026,ORD-19369,Chicken  Wings,Appetizers,3,10,30,12.0%,john,T5
2026-03-31,ORD-84121,Tiramisu,Desserts,2,8,16,£6.00,John,T2
2026/03/31,ORD-18167,Caesar Salad,Salads,3,12,36.00,12,sarah,T1
31 Mar 2026,ORD-88711,Bruschetta,Appetizers,2,7,14.00,5.0,john,T1
31/03/2026,ORD-46803,Pepperoni Pizza,Pizza,1,18,18,6.00,Sarah,nan
03/31/26,ORD-18828,Chicken Wings,Appetizers,1,10,10,4,,T5
31.03.2026,ORD-93693,Beef Burger,Burgers,1,14,14.00,6,,T1
31/03/2026,ORD-57241,Chicken Wings,Appetizers,2,10,20,8.00,John,T5
31-03-2026,ORD-41383,Caesar Salad,Salads,2,12,24,8,,nan
31 Mar 2026,ORD-36631,Beef Burger,Burgers,1,14,14,6,MARY,t3
03/31/2026,ORD-87566,French  Fries,Sides,1,5,5.00 USD,1.5,Sarah,NA
31/03/26,ORD-13599,Beef Burger,Burgers,3,14,42,18,sarah,T5
2026/03/31,ORD-80009,Beef Burger,Burgers,2,14,28,12,Sarah,nan
03/31/26,ORD-52281,Tiramisu,Desserts,2,8,16,6,John,
03/31/2026,ORD-23936,  Coffee  ,Drinks,3,4,12,3,Sarah,
31.03.2026,ORD-17987,Tiramisu ,Desserts,3,8,24.00,9.00,john,T2
31/03/26,ORD-56678,Pepperoni Pizza,Pizza,3,18,54,₺18.00,sarah,
31/03/26,ORD-44372,Beef Burger,Burgers,1,14,14,6,,T5
"Mar 31, 2026",ORD-29514,Beef Burger,Burgers,3,14,42,18,sarah,T1
31/03/2026,ORD-85482,Soda,Drinks,2,3,6.00,1.0,sarah,T5
31 Mar 2026,ORD-76504,Caesar Salad,Salads,3,12,36,--,john,t3
2026/03/31,ORD-68855,Bruschetta,Appetizers,2,7,14.00,5.0,john,T5
31 Mar 2026,ORD-47028,Beef Burger,Burgers,3,14,42,18,sarah,T5
03/31/26,ORD-87114,pepperoni pizza,Pizza,2,18,$36.00,12,,
2026-03-31,ORD-29805,Chicken Wings,Appetizers,1,10,10,4.00,sarah,T2
03/31/2026,ORD-93937,French Fries,Sides,3,5,15.00,4.5,sarah,T1
01.04.2026,ORD-65471,Margherita Pizza,Pizza,1,15,NONE,5.00,N/A,t3
04/01/2026,ORD-55356,Coffee,Drinks,1,4,4,1,John,T5
01/04/26,ORD-29391,Margherita Pizza,Pizza,1,15,15,5,John,T2
01/04/26,ORD-98584,  French Fries  ,Sides,2,5,10,3.0,,
01/04/2026,ORD-36684,Coffee,Drinks,1,4,4.00 EUR,1.00,--,T1
01.04.2026,ORD-11141,Bruschetta,Appetizers,1,7,7,2.5,Sarah,
2026/04/01,ORD-16632,Beef Burger,Burgers,1,14,14,6.00,Sarah,T2
2026/04/01,ORD-95190,Bruschetta,Appetizers,3,7,21,7.50,John,
01/04/2026,ORD-37554,Beef Burger,Burgers,2,14,28,"12,00",MARY,T2
01/04/26,ORD-26463,Beef Burger,Burgers,1,14,14.00,6,Sarah,t3
01-04-2026,ORD-52323,Margherita Pizza,Pizza,1,15,15,5,sarah,t3
01/04/2026,ORD-30730,Coffee,Drinks,2,4,8,2,sarah,t3
2026/04/01,ORD-93703,Caesar  Salad,Salads,3,12,£36.00,12,Sarah,t3
04/01/2026,ORD-57157,Tiramisu,Desserts,1,8,"8,00",3,john,--
01-04-2026,ORD-96608,Margherita Pizza,Pizza,1,15,15,5,Sarah,T1
"Apr 01, 2026",ORD-88879,Coffee,Drinks,3,4,12,3.00 EUR,sarah,T2
04/01/2026,ORD-98796,Chicken Wings,Appetizers,3,10,30,12,john,NULL
04/01/2026,ORD-97917,Soda,Drinks,2,3,6.00 TRY,1.00,MARY,-
01 Apr 2026,ORD-44296,Caesar Salad,Salads,2,12,24,8,nan,T2
02.04.2026,ORD-79340,French Fries,Sides,3,5,15,4.50 EUR,-,T2
02.04.2026,ORD-96426,Coffee,Drinks,1,4,4,nan,Sarah,T2
02 Apr 2026,ORD-67125,Bruschetta,Appetizers,1,7,7,2.5,-,T2
02/04/2026,ORD-78988,Coffee,Drinks,1,4,NONE,1,sarah,
02-04-2026,ORD-94261,Beef Burger,Burgers,2,14,28,12.00,john,t3
2026/04/02,ORD-25975,Tiramisu,Desserts,1,8,N/A,3,sarah,T5
02/04/26,ORD-12663,Caesar Salad,Salads,1,12,12,4,Sarah,T1
02/04/2026,ORD-39583,French Fries,Sides,2,5,10,3.0,,t3
02.04.2026,ORD-51555,Bruschetta ,Appetizers,1,7,7,"2,50",n/a,T2
02 Apr 2026,ORD-83459,MARGHERITA PIZZA,Pizza,1,15,15.00,5.00,John,T1
,ORD-22282,Bruschetta,Appetizers,2,7,14.0%,5.0,,null
02 Apr 2026,ORD-36154,CHICKEN WINGS,Appetizers,1,10,10,4,nan,T1
02/04/2026,ORD-75788,Beef Burger,Burgers,2,14,28,"12,00",Sarah,n/a
02.04.2026,ORD-53174,French Fries,Sides,3,5,15.00,4.50,john,T5
"Apr 02, 2026",ORD-10570,French Fries,Sides,1,5,NA,1.5,MARY,T1
02/04/26,ORD-83547,Chicken Wings,Appetizers,2,10,20,8.0%,,T2
2026-04-02,ORD-47073,French Fries,Sides,1,5,5,"1,50",,T5
04/02/26,ORD-38578,Coffee,Drinks,3,4,12.0%,3,John,T1
"Apr 02, 2026",ORD-12608,French Fries,Sides,3,5,15.00,4.5,MARY,N/A
02/04/2026,ORD-20433,Coffee,Drinks,3,4,"12,00",3.00 TRY,Sarah,T1
2026-04-02,ORD-60536,Tiramisu,Desserts,2,8,16,6.00,NONE,
2026/04/02,ORD-82141,beef burger,Burgers,1,14,14.00,6.00,john,T1
02-04-2026,ORD-10908,Beef Burger,Burgers,1,14,14,none,John,T2
04/02/26,ORD-86629,Pepperoni Pizza,Pizza,2,18,null,12,john,
2026/04/02,ORD-70496,Pepperoni Pizza,Pizza,1,18,"18,00",6,MARY,T1
2026/04/02,ORD-64848,Margherita Pizza,Pizza,3,15,45,15,,T5
2026-04-02,ORD-25792,Chicken Wings,Appetizers,2,10,20,8,Sarah,T5
02.04.2026,ORD-81014,  French Fries  ,Sides,2,5,10,3.0%,john,
02.04.2026,ORD-76020,Pepperoni Pizza,Pizza,2,18,36,12,john,t3
02/04/26,ORD-54038,Coffee,Drinks,2,4,8,"2,00",,T5
"Apr 03, 2026",ORD-94669,Tiramisu,Desserts,3,8,24,9,MARY,
04/03/26,ORD-41141,Bruschetta,Appetizers,2,7,14,5.0,MARY,T2
"Apr 03, 2026",ORD-97693,Coffee,Drinks,1,4,4,1,sarah,
"Apr 03, 2026",ORD-61580,Chicken Wings,Appetizers,1,10,10,4,john,T1
04/03/2026,ORD-94203,Soda,Drinks,3,3,₺9.00,€1.50,john,T1
"Apr 03, 2026",ORD-84272,  Coffee  ,Drinks,3,4,12.00,-,-,T2
03.04.2026,ORD-70865,Bruschetta,Appetizers,2,7,14.00 USD,5.0,john,T1
04/03/26,ORD-49691,MARGHERITA PIZZA,Pizza,3,15,45,15,MARY,
--,ORD-51203,Chicken Wings,Appetizers,2,10,20,€8.00,Sarah,T1
03 Apr 2026,ORD-10900,Bruschetta,Appetizers,2,7,14,€5.00,sarah,T2
03.04.2026,ORD-78713,Beef Burger,Burgers,2,14,28.0%,12,sarah,T2
04/03/2026,ORD-67730,French Fries,Sides,3,5,15,4.5,Sarah,T1
03.04.2026,ORD-91457,Pepperoni Pizza,Pizza,1,18,18,6.00,MARY,T5
04/03/26,ORD-81585,French Fries,Sides,1,5,5.00 USD,1.5,Sarah,t3
2026-04-03,ORD-66407,Caesar Salad,Salads,1,12,12,4,sarah,t3
"Apr 03, 2026",ORD-20823,  French Fries  ,Sides,1,5,NULL,1.5,MARY,T5
N/A,ORD-87239,Chicken Wings,Appetizers,1,10,10,4,,T2
03 Apr 2026,ORD-43062,Caesar Salad,Salads,2,12,24,8,john,
03-04-2026,ORD-39175,Soda,Drinks,1,3,3,$0.50,John,
03/04/2026,ORD-22579,Caesar Salad,Salads,1,12,12,4,N/A,t3
03.04.2026,ORD-45196,Tiramisu,Desserts,1,8,"8,00",3,,
"Apr 03, 2026",ORD-92893,French Fries,Sides,3,5,15,4.5,john,
03/04/2026,ORD-59057,Caesar Salad,Salads,3,12,36,€12.00,john,T1
03.04.2026,ORD-27539,Caesar Salad,Salads,3,12,36.00,12,none,T1
04/03/2026,ORD-65713,Chicken  Wings,Appetizers,3,10,--,12,Sarah,NULL
03 Apr 2026,ORD-52342,Bruschetta,Appetizers,1,7,7,2.5,john,T5
2026/04/03,ORD-89447,Pepperoni Pizza,Pizza,2,18,36,12.00,MARY,none
"Apr 03, 2026",ORD-91693,Chicken Wings,Appetizers,2,10,20.00,8,N/A,n/a
03 Apr 2026,ORD-33527,Margherita Pizza ,Pizza,1,15,15.00,5,MARY,t3
"Apr 03, 2026",ORD-69157,Coffee,Drinks,2,4,8,2,John,none
2026/04/03,ORD-38694,Soda,Drinks,2,3,"6,00",1.0%,MARY,t3
04/03/26,ORD-88954,Beef Burger,Burgers,2,14,"28,00",12.00 TRY,sarah,T5
03-04-2026,ORD-75480,Caesar Salad,Salads,1,12,12.00 TRY,4.0%,NA,t3
2026/04/03,ORD-70842,margherita pizza,Pizza,2,15,30,$10.00,,T5
04/03/26,ORD-91515,Tiramisu,Desserts,1,8,8,3,--,
03-04-2026,ORD-77716,Bruschetta,Appetizers,1,7,7,2.5,john,T1
04/03/2026,ORD-48012,  French Fries  ,Sides,2,5,10,3.0,nan,
03 Apr 2026,ORD-13945,Beef Burger,Burgers,1,14,14,₺6.00,MARY,T1
04/03/2026,ORD-17690,Beef Burger,Burgers,1,14,14.0%,6,MARY,t3
03.04.2026,ORD-18265,Bruschetta,Appetizers,1,7,7.0%,2.5,sarah,T5
2026/04/03,ORD-80316,Chicken Wings,Appetizers,2,10,20,8,John,NULL
03/04/2026,ORD-30338,Pepperoni Pizza ,Pizza,3,18,54,18,john,NULL
04/03/26,ORD-81390,Pepperoni  Pizza,Pizza,3,18,54,€18.00,john,T1
04/03/26,ORD-38826,Tiramisu,Desserts,2,8,"16,00",6,Sarah,
03/04/26,ORD-28904,Pepperoni Pizza,Pizza,1,18,18,6,none,T1
03.04.2026,ORD-92088,Caesar Salad,Salads,3,12,$36.00,12,sarah,
2026/04/03,ORD-87306,Tiramisu,Desserts,2,8,16,6,sarah,T5
04/03/2026,ORD-37100,Coffee,Drinks,2,4,8,2,NA,T5
03/04/2026,ORD-27187,caesar salad,Salads,2,12,24,8,MARY,T5
